epoch,loss
1,7.455895719857051
2,6.09913489188271
3,5.416211951464072
4,4.90397883667343
5,4.49901019458113
6,4.168605589592594
7,3.895453762460029
8,3.6666567207752974
9,3.4717357569727403
10,3.3027902216746887
11,3.151544772893533
12,3.0165859370396055
13,2.8928364986660835
14,2.7802176837263435
15,2.6762201484592483
16,2.579504710778423
17,2.4909748425428893
18,2.4063083515770134
19,2.3278683551426593
20,2.2532676422733
21,2.1841885605077636
22,2.118320992349208
23,2.0569285842193956
24,1.9997143964657838
25,1.944849164458527
26,1.8925660107327604
27,1.8433652414672677
28,1.796779109417707
29,1.7526577548048963
30,1.710783784142856
31,1.6718699412784357
32,1.6342485944430034
33,1.598499414427527
34,1.5645209119237702
35,1.532796245881881
36,1.502818020184835
37,1.4733063068883172
38,1.4461057440987948
39,1.4204277437308739
40,1.3961007911583474
41,1.3724664079731907
42,1.3492343507964035
43,1.3277758148894914
44,1.307379544123836
45,1.2878266498960298
46,1.2689345838009627
47,1.2506474521653406
48,1.2336179407163599
49,1.2171784154985144
50,1.2012934259299575
51,1.1863682273475604
52,1.171620178770745
53,1.157455044642262
54,1.1449793905362315
55,1.1314941411730888
56,1.1191794074814896
57,1.1074086626370747
58,1.0958914630029393
59,1.08428297378551
60,1.073878191120323
61,1.063964107187315
62,1.0541282033098156
63,1.0443763064927067
64,1.0351843054267182
65,1.0265343146077517
66,1.0174499915249047
67,1.0086898803025826
68,1.0006432592868806
69,0.9930902609879944
70,0.9857788958083624
71,0.9780516628561349
72,0.9705917505012162
73,0.9642816364080057
74,0.9573442429646678
75,0.9511355035606472
76,0.9439463762716315
77,0.9378997977437644
78,0.9319837320124966
79,0.9268014696137659
80,0.9207143418405248
81,0.9146625780511176
82,0.9103917391135775
83,0.9049871704359164
84,0.8995029737209451
85,0.8951121285729025
86,0.8899963194611429
87,0.8852154944819965
88,0.8813531025387775
89,0.8758773507743046
90,0.8716128741187611
91,0.8671382481339334
92,0.8630448411936047
93,0.8592295299316275
94,0.8556663348071877
95,0.8514067528576686
96,0.8481086628190402
97,0.8441569927780107
98,0.8406293599084876
99,0.837297408197118
100,0.8333450489345638
