epoch,loss
1,7.070267624233796
2,5.588517526802675
3,4.830757946538829
4,4.290632047356975
5,3.8753964936626963
6,3.5431099732031175
7,3.2731206258000882
8,3.046780503341306
9,2.852012634037348
10,2.6819659206145174
11,2.5308646289034415
12,2.3970511791038898
13,2.275032142986674
14,2.1662572617842133
15,2.0677968503621793
16,1.9785567435993352
17,1.8977864822643324
18,1.8231937884598721
19,1.7565779632660792
20,1.6939094117533244
21,1.6380711106483299
22,1.5866835584474563
23,1.5397885383323997
24,1.4968265554909739
25,1.4574714003879172
26,1.4207797183159407
27,1.3862791350253327
28,1.355379213795156
29,1.3260284776758935
30,1.2990574769017886
31,1.2745948526788655
32,1.2507540686980108
33,1.229148158678763
34,1.2078917421655542
35,1.1888768973794859
36,1.1708800597011888
37,1.153761132835896
38,1.1381652064542165
39,1.1229228309714867
40,1.1091986442901363
41,1.0959089360070495
42,1.0827696684674006
43,1.0703336410235151
44,1.0592712831884614
45,1.0484971060967494
46,1.0378706444002344
47,1.0280356425936619
48,1.018365326329213
49,1.0091128153536284
50,1.0007533291169957
51,0.9932098467956166
52,0.9846156834270339
53,0.9770391350732578
54,0.9703059475295737
55,0.9629997840498863
56,0.956301014134347
57,0.9507681731437861
58,0.9437674473920772
59,0.9379128101384945
60,0.9327226894269361
61,0.9274142789693273
62,0.9221403627327746
63,0.9163111502029857
64,0.9122570109137661
65,0.9075143288307777
66,0.9027883728705228
67,0.8984538276184555
68,0.8941294053247477
69,0.8901221202705178
70,0.8863131083785922
71,0.8821418582278832
72,0.8781720964960713
73,0.8750870589178665
74,0.8716120553884076
75,0.8682000078635892
76,0.8641883670375167
77,0.8614490510301752
78,0.8583282646277117
79,0.8555040624863738
80,0.8526884312598157
81,0.8492544305917686
82,0.8470640082554053
83,0.8444929749227852
84,0.8416851878697618
85,0.8390015447777442
86,0.8364451565137704
87,0.8342538503332662
88,0.8321843007051777
89,0.8292123201012028
90,0.8273885612570763
91,0.8250642593801107
92,0.8229858987215507
93,0.8211756294525181
94,0.8190554252190599
95,0.816845448402142
96,0.81551058478557
97,0.8135264294223604
98,0.8118919053398607
99,0.8099208467387934
100,0.8074549294543191
