epoch,loss
1,7.417936407561211
2,6.664909476534562
3,6.419902585168387
4,6.27371442743228
5,6.169353108916385
6,6.088008843893913
7,6.021507128246238
8,5.966171740945576
9,5.918474671794766
10,5.877073635736381
11,5.842698552262878
12,5.8111240371707344
13,5.784140824596582
14,5.760010803137333
15,5.739070719392761
16,5.720121859626619
17,5.703222705513273
18,5.688403687485212
19,5.674329043312224
20,5.662142619136236
21,5.651165172069556
22,5.641259363931546
23,5.6326281846177135
24,5.624369644025174
25,5.617081517068878
26,5.610121634106404
27,5.603519441654836
28,5.597868633499772
29,5.591747149605713
30,5.586782774528317
31,5.583082815056344
32,5.578676101575486
33,5.574650320366852
34,5.571192955511748
35,5.568060330464373
36,5.56421840734282
37,5.562072284359354
38,5.558498482809466
39,5.556457944189031
40,5.5533386366283635
41,5.55115246158494
42,5.549356774390081
43,5.546504508935986
44,5.545236001603331
45,5.5439228860330205
46,5.541465464966754
47,5.53969288972604
48,5.538227895378121
49,5.536149494172762
50,5.534846232877042
51,5.533263514124253
52,5.531943219569369
53,5.530716790550833
54,5.5299223838954115
55,5.528316858535715
56,5.527287867709167
57,5.525875536056229
58,5.525618023132549
59,5.5242774047100935
60,5.523083040222846
61,5.522299465614699
62,5.521551108373791
63,5.520865630522994
64,5.51986763768936
65,5.518481388097441
66,5.517960520252366
67,5.517514390151606
68,5.516228757587727
69,5.5160646605329635
70,5.51523295379036
71,5.5145750124754205
72,5.513738443060342
73,5.513306425557401
74,5.513157134687914
75,5.512177903951902
76,5.511863490935765
77,5.510806947035266
78,5.510937688912298
79,5.509532988746466
80,5.509424263799177
81,5.508651501797604
82,5.508553540382623
83,5.507713453213464
84,5.507594208485138
85,5.506207117475443
86,5.506121673305874
87,5.506151633651449
88,5.505817963744884
89,5.505561138940965
90,5.504804035545341
91,5.503980416201249
92,5.503559015277828
93,5.503573628068645
94,5.5033647609729055
95,5.503049207503231
96,5.502673033274719
97,5.502460326033297
98,5.502202879667012
99,5.501844110332286
100,5.501529290344005
