epoch,loss
1,7.495566613406854
2,6.671103740062476
3,6.407371203329663
4,6.253425226071143
5,6.146819699796112
6,6.065152452189142
7,5.9987040689280455
8,5.94319061784755
9,5.895164720064382
10,5.852916793942047
11,5.816840355015557
12,5.783585574591822
13,5.754838747049377
14,5.728193297796584
15,5.704847482160695
16,5.683439381395299
17,5.663992018013821
18,5.646225002451904
19,5.630097530571278
20,5.614966518476622
21,5.601619281018172
22,5.589015871050134
23,5.577616914752386
24,5.566792648213906
25,5.557190916006319
26,5.54785997168259
27,5.539047602753947
28,5.531243033074307
29,5.52327993218518
30,5.516467483100373
31,5.510698183476587
32,5.5043309694778335
33,5.498613330677979
34,5.493546565013726
35,5.488636851445735
36,5.4836049113646235
37,5.479481759319759
38,5.474752861808137
39,5.471423599755102
40,5.467192133042713
41,5.463709028768918
42,5.460821809072051
43,5.45689081646173
44,5.454268488041542
45,5.451896451877711
46,5.448782571849844
47,5.445700014704081
48,5.4435447262745615
49,5.440848068904769
50,5.438732012886963
51,5.436517884885198
52,5.434374507259269
53,5.432409153654243
54,5.430789226988839
55,5.428567391289725
56,5.427138688880212
57,5.425060042573533
58,5.424015964819108
59,5.421977147915626
60,5.420553204427354
61,5.419035903864781
62,5.417931337048756
63,5.416484146803989
64,5.414905463717667
65,5.413476613882849
66,5.4124691933224724
67,5.411523513858747
68,5.409932442996672
69,5.409281904673118
70,5.40811693654865
71,5.407011521362097
72,5.405849993971439
73,5.40504422071701
74,5.404147499819979
75,5.403185869937305
76,5.402538454546124
77,5.401072072415768
78,5.4008221331971145
79,5.399220496044829
80,5.398787728522399
81,5.3978094618560775
82,5.397348656524753
83,5.396272803621951
84,5.395773445898382
85,5.394466154032628
86,5.393946625908261
87,5.393503194352103
88,5.3930433432351155
89,5.392605808286137
90,5.391686465705103
91,5.391013558696647
92,5.390146505657166
93,5.389762549546135
94,5.3894048305492035
95,5.388683098898873
96,5.388155865237235
97,5.387658935981051
98,5.387213069072261
99,5.386645725602337
100,5.386254475718851
