word,x,y
<UNK>,484.47495,541.8656
say,29.088121,17.544395
first,-14.6986,-3.552326
test,-1.1681371,-35.204765
team,10.704366,-2.3654037
match,-0.028200023,27.077362
cricket,-14.581628,-7.5882754
england,10.218969,-1.9908034
pakistan,-2.8372586,43.95572
play,-44.081055,3.5026228
world,-27.247398,-14.152258
two,22.012674,25.499323
run,-2.8336017,-13.709563
make,18.33013,-22.13152
ball,10.236061,45.005768
take,-51.135555,12.469473
wicket,-42.883503,13.704131
one,-39.76684,-22.77217
captain,27.611057,13.586
second,16.665163,39.16726
four,55.378532,-23.785406
last,1.8619566,27.009424
three,-1.48982,-32.10201
player,-46.747044,4.2981453
win,-38.289917,-33.463684
also,-61.4346,-4.393446
year,65.26959,-29.707054
game,33.30335,-1.59616
new,-20.22865,40.941795
india,-18.948677,44.509453
time,60.367615,56.863216
get,-6.6299562,5.8666725
international,25.100773,6.8044124
six,23.364292,-10.066845
series,-10.300424,47.3106
go,31.683348,-49.761307
score,-19.352009,6.720727
final,62.43382,-33.984993
would,-3.6252904,-7.6430807
day,2.2133105,29.848701
come,60.28985,-19.166542
well,-13.050906,77.431046
sri,7.885291,2.1680613
australia,-12.196517,-15.838736
bowler,31.621567,-7.508996
good,-11.169404,30.885908
side,-46.897415,4.9452024
start,-20.776833,-27.862457
back,-10.930244,-16.100609
lanka,37.52006,-14.01556
give,-43.49175,8.573856
south,-1.8905994,19.90144
twenty,7.294502,-4.711022
mohammad,44.442375,24.544285
tournament,12.166988,48.546074
cup,46.04311,2.3789306
zealand,38.290794,59.98996
five,-10.602096,-53.437153
lead,19.027014,-11.465932
lose,-22.830812,0.11696709
west,29.755222,-35.485554
could,-30.099997,-1.5909123
third,-18.462996,40.09838
ali,-43.718555,-43.6939
set,26.088894,34.192165
see,-32.61843,5.356854
khan,-11.092156,17.307987
amir,38.428173,35.220318
not,14.539837,14.746488
th,54.18046,23.243443
bowl,-23.25125,-1.5951804
innings,-41.388126,28.07218
early,36.19367,-35.57334
yearold,16.539951,-23.13905
africa,-8.18407,41.25828
top,-36.86145,-32.053555
end,16.787855,2.4978318
batsman,-5.3584113,-26.653088
add,37.936485,-19.998217
bat,-3.2959645,-44.500965
home,-9.631743,25.193008
indie,25.676542,47.30963
tell,-14.071507,26.758415
open,-14.151817,-1.6997678
leave,-36.369892,-12.957364
over,-47.291904,6.813211
champion,-7.23131,-16.570755
board,-53.556023,-21.137676
victory,58.112537,13.35294
group,-2.266149,28.739706
coach,-29.795109,35.12803
league,-12.799546,-4.769701
look,-26.75291,-38.682835
former,44.71241,-31.82024
since,40.70217,21.251045
united,3.9984193,-15.499006
catch,-25.743357,23.640669
include,-52.58255,10.299745
next,-38.555603,4.9956546
follow,-2.5275981,-19.345226
return,-46.063213,0.3950899
need,-11.603269,-21.20911
tour,36.690678,12.817266
host,35.8962,-42.61839
title,2.1495671,-48.412582
do,12.607794,-55.01715
goal,29.30682,-30.106318
icc,33.335217,43.1026
place,-53.214104,6.9065247
de,6.3204346,-17.885015
minute,-19.884703,-24.482124
help,10.479041,37.913525
beat,-12.045237,-42.11519
hit,-10.04558,-9.325489
fast,-37.521404,-15.517878
month,22.585001,-9.389661
stadium,1.0588573,-46.841217
number,-31.300043,10.659209
reach,-8.2492285,-8.112381
put,-16.675268,-9.854737
become,-10.725324,-25.025452
sport,2.4217134,-50.862083
like,27.37418,-71.62501
great,49.39216,-11.827351
point,-16.350168,-15.672796
week,-20.8236,-12.435174
record,-33.334248,-25.825926
bangladesh,46.030197,26.78083
national,-22.8217,25.394083
face,-19.047863,42.169666
