epoch,loss
1,7.021243900289316
2,5.1629534731130775
3,3.8512363080173504
4,2.6807187009040656
5,1.8157053094385835
6,1.257112294435501
7,0.9062917131902007
8,0.6787794260189052
9,0.5278749857717158
10,0.42852816551618866
11,0.36076080097871666
12,0.3147073393816228
13,0.2730952117811231
14,0.2448374625876584
15,0.22409792980917578
16,0.20412628394563484
17,0.18995694448347286
18,0.1736205206407458
19,0.16386427303961934
20,0.15483347147398288
21,0.15624055314494673
22,0.142146057785129
23,0.13390427402427893
24,0.129139031883796
25,0.1300648623896415
26,0.12267840280890693
27,0.11982702047271115
28,0.11366864645620213
29,0.11114545700514256
30,0.10665834176084955
31,0.10587397442006356
32,0.10133125712556759
33,0.09987829506273388
34,0.1009309791633502
35,0.1026637778043404
36,0.09207322385490817
37,0.09285604049358755
38,0.09032838901414363
39,0.09410713618273472
40,0.09255667862332309
41,0.08546191204072492
42,0.08669100980967512
43,0.08755360052103886
44,0.0872756184812378
45,0.08695233496599128
46,0.08453254285089844
47,0.08494962355279176
48,0.07701456279593909
49,0.07663671357338042
50,0.08151297116606875
