epoch,loss
1,6.832761652168187
2,4.636817042855011
3,3.6076200298879337
4,3.036258055149824
5,2.7002513285340934
6,2.4849135730458403
7,2.3451117789608307
8,2.242336663432505
9,2.156366296746265
10,2.097157795127781
11,2.0418805844482333
12,2.006977869587383
13,1.9624187490035747
14,1.933310489270879
15,1.9027703808641983
16,1.8890659104818586
17,1.8746956519696905
18,1.8525106161490255
19,1.8399928617751462
20,1.8158852721082752
21,1.8048698310194344
22,1.796185031019408
23,1.785420292273335
24,1.7795615647030973
25,1.7655534370192165
26,1.7562889451953185
27,1.7447454936202915
28,1.7421943427502424
29,1.7384248242981133
30,1.735674884675563
31,1.725709917764554
32,1.724693859034571
33,1.719625260158517
34,1.708917249139698
35,1.7121981446770416
36,1.6998967315958835
37,1.7028651496459697
38,1.697470281247435
39,1.6885190744509642
40,1.6977293699637226
41,1.6858433822105672
42,1.68123433822873
43,1.6833715943084366
44,1.678394513500148
45,1.6808209711792825
46,1.6738331824883648
47,1.6780129571070617
48,1.6660623272260031
49,1.6684758931055836
50,1.6738086270189834
