word,x,y
<UNK>,-2.2616787,-0.60354435
say,-7.995907,0.7401948
first,10.2006445,2.029557
test,16.22674,3.906929
team,0.9076036,-0.93703526
match,9.67698,4.5363626
cricket,-15.33592,-0.85890114
england,15.6788435,1.853474
pakistan,5.861605,1.0066309
play,-1.3556364,-1.8799312
world,6.396707,12.287914
two,11.183424,-3.5639257
run,13.084657,-1.4084913
make,7.0260525,-3.2706583
ball,11.817274,-7.600167
take,8.461716,-4.9767385
wicket,14.280519,-3.6295426
one,9.130897,-3.2113204
captain,17.240938,-17.37241
second,10.14324,2.1653786
four,12.0208025,-5.168493
last,9.88231,12.889573
three,12.273172,-4.3657475
player,-3.1596522,-1.498314
win,10.05391,5.817518
also,-0.44423938,-1.426271
year,9.842102,12.272794
game,6.946028,0.7333953
new,14.032304,4.645348
india,12.594597,6.0380425
time,0.15717871,-0.14123361
get,-0.8098641,-3.3051505
international,3.7320604,8.691282
six,12.182608,-5.0419097
series,16.357035,4.4952283
go,-0.58044046,-3.232405
score,12.2938595,-6.6891756
final,10.172955,6.0984087
would,-5.9663916,-1.9360864
day,8.705942,3.0610168
come,-2.0778441,-2.7136784
well,-2.4956262,-3.8216827
sri,19.318312,2.1611578
australia,14.644071,3.3459315
bowler,22.232252,-9.428632
good,0.45737812,-2.672607
side,3.0683854,-1.0886743
start,7.878779,-0.16641693
back,1.7551179,-3.3607194
lanka,19.925299,1.9338695
give,-1.4564018,-1.772349
south,21.168253,-0.41732323
twenty,11.182912,7.7494173
mohammad,15.491514,-21.885942
tournament,4.5656085,6.1792693
cup,7.2638326,11.368741
zealand,14.576087,5.802752
five,12.632344,-3.6279747
lead,6.0365615,-0.9762865
lose,11.209499,1.3612247
west,21.253922,6.1532674
could,0.03425688,-2.7932792
third,10.518372,2.4466345
ali,15.399018,-22.87388
set,8.708847,1.2730522
see,-0.7104566,-2.4615288
khan,14.869757,-22.1926
amir,13.766179,-21.766495
not,-5.1276946,-5.452791
th,8.713479,1.3222431
bowl,7.2721376,-6.881531
innings,13.689356,-1.948025
early,4.2683644,2.347907
yearold,-1.675164,0.6606188
africa,21.684711,0.3548734
top,8.058141,-3.3926272
end,6.742077,-0.7520739
batsman,9.876026,-5.9664927
add,7.2287,-3.783647
bat,9.827324,-0.25308928
home,3.8276372,-0.1247617
indie,21.936653,6.416964
tell,-9.782341,2.5342307
open,9.07519,16.99323
leave,1.3120085,-8.988454
over,13.840301,-3.5235283
champion,7.1008883,15.637082
board,-16.468678,-1.7506478
victory,11.992713,2.138883
group,9.360941,7.249915
coach,-8.013208,-9.192408
league,-1.8519312,5.776339
look,-2.0215578,-2.020348
former,-6.360257,5.9792166
since,9.552621,12.179913
united,10.668785,9.870928
catch,10.100539,-9.633052
include,10.006298,-4.143771
next,4.441481,2.288522
follow,4.7357864,-0.5855525
return,3.7048416,-1.2782382
need,-0.4364484,-2.296652
tour,15.927414,5.70531
host,11.251627,5.270724
title,7.220587,15.194498
do,-4.533492,-5.905152
goal,-1.5409441,-14.254863
icc,-16.275572,-0.105811626
place,5.312891,-0.5141212
de,23.110533,-2.9543602
minute,0.23205128,-14.538314
help,5.6534715,-2.6827524
beat,6.127571,4.3892665
hit,10.946471,-6.648599
fast,22.425625,-9.106717
month,10.003737,11.905065
stadium,4.090298,9.7258
number,3.5808256,15.55668
reach,11.075719,1.7638439
put,6.8164897,-3.5443966
become,-0.44688922,0.90555644
sport,-15.573926,3.4270034
like,-6.841867,-4.2682323
great,-5.873762,4.7955756
point,2.5673547,-6.426893
week,12.075988,13.621334
record,9.756069,3.69329
bangladesh,12.693111,5.336525
national,3.921817,9.8729
face,3.1365008,7.2562375
indian,-20.509642,7.680697
defeat,11.914306,3.1972022
hope,-1.1677033,0.96294314
seven,12.609839,-3.728427
think,-5.5256224,-4.490707
ban,-15.840738,20.487652
show,-8.656145,-7.3124967
want,-5.589734,-2.9631803
work,-5.9577017,-3.0848053
fourth,10.494001,2.3031645
eight,11.530867,-5.146036
big,-4.244804,1.7811086
man,-2.1986442,-0.85225916
hold,0.19337791,0.0037835669
head,-6.8426085,-9.696922
we,-3.060206,-4.481258
injury,3.2293737,3.6518812
opener,15.637582,-7.7671695
squad,0.23693497,-1.0081072
know,-5.6054616,-3.4875777
olympic,-4.2457595,16.265457
bring,-2.010546,-0.41263944
fall,14.658603,-7.7683883
country,-13.5371,3.8647041
opening,16.104515,-3.2609453
toss,9.87587,-0.26397696
break,0.31660822,1.9817066
pcb,-16.65474,-2.8702843
stand,15.935455,-2.7845662
remain,9.945421,-2.2879682
chance,2.171484,0.04511457
high,-0.25258836,0.80909485
another,0.96157223,-0.29327914
keep,1.1744316,-3.9803028
way,-3.2571113,-3.6340477
target,12.465638,-0.033766016
cook,17.952782,-7.029068
claim,12.0417,-3.8716068
finish,7.6871896,-3.4874911
long,-0.9248086,-3.0842927
fan,-16.743591,13.025406
later,2.9132328,-6.3360367
still,-2.0914524,-1.8367473
club,-12.789102,3.5135183
spinner,21.132221,-15.932384
sunday,4.4966984,8.41784
century,14.241045,-1.8058947
bowling,8.238298,-8.342218
lot,-5.7130055,-4.2178607
total,12.659747,0.5944519
friday,-11.96954,10.561445
james,18.986073,-9.455839
miss,3.99262,4.2547283
right,-1.2305247,-7.807808
australian,7.3501806,19.435242
attack,25.432487,0.14928788
oneday,16.603342,5.54194
s,-6.341352,-5.169035
super,11.416571,7.734023
unbeaten,13.461363,-9.03346
batting,7.52882,-5.9065394
million,-18.49005,8.7507305
strike,10.051388,-7.2075553
pakistans,15.630893,2.1357138
much,-2.7735932,-2.312542
shah,11.583301,-23.327368
report,-8.790884,1.8140666
feel,-6.4397926,-2.9562805
change,4.900445,-8.3317
delivery,10.114156,-10.193104
performance,-1.7490331,-1.0474396
afridi,16.22645,-19.157755
ahmed,15.664753,-21.71908
thursday,-12.2978945,14.907908
round,9.615894,4.1735053
dismiss,14.679381,-7.9888954
ahead,4.4398346,8.02915
try,-1.430326,-6.856758
season,4.34606,4.682441
career,11.125789,12.849357
root,17.836298,-7.815203
behind,6.3908243,-8.74171
lord,17.041447,3.725106
decision,-10.412634,-0.5148363
chase,12.725958,-0.54358906
part,-12.567887,-6.121067
move,1.2833829,0.3358156
close,6.5977097,-1.18011
chris,19.969578,-7.6063657
leftarm,20.925144,-16.45795
fail,-1.4756224,-0.71876967
send,4.725181,-3.134911
field,0.80046403,-2.6387012
france,7.278027,8.91092
stage,2.130808,11.810448
rio,-3.4950914,15.927547
I,-4.2751956,-4.670202
security,-17.170784,-0.6655042
event,2.8719952,12.491996
call,-10.757217,0.12735881
pace,22.285921,-9.618989
use,-9.427324,-1.8181316
begin,7.182442,5.898083
ground,-19.304852,0.6179691
turn,-1.9828378,-0.77443606
many,-12.141602,-5.2418075
find,1.9168428,-4.0056605
odi,16.938456,5.0347285
double,8.85719,-3.4323928
chief,-17.627851,-2.2439601
expect,-4.2269545,0.5889689
name,-2.121167,-0.6935739
even,-1.8899834,-3.2299352
football,-20.528807,10.294934
saturday,4.071199,8.2764845
championship,7.392866,14.7194805
late,2.6468613,-0.3809721
islamabad,24.066698,4.5317574
really,-5.708849,-4.9558396
serve,-16.519814,20.567701
however,-1.518511,-1.1662902
support,-5.3486676,-7.81216
semifinal,8.806628,10.959122
euro,7.3682814,8.12007
may,-3.5229583,-0.2383417
medium,-8.427557,1.7721508
david,20.989452,-7.322356
pitch,2.027786,4.884715
people,-12.274057,6.817023
complete,10.475517,1.2243485
grand,9.313272,15.000151
already,13.371876,5.5680566
around,-14.34048,9.6697645
half,2.884555,-17.051563
winner,7.7189903,13.803043
major,6.168681,6.907964
away,2.9304614,-9.448527
due,-11.489261,-2.3843567
nine,12.839238,-3.6797297
fight,-2.3133152,0.9547413
hard,-6.507111,-3.6529813
asia,5.7701216,11.86195
form,0.5340428,-3.577745
edge,7.542556,-10.277244
monday,-12.66727,-13.955657
never,-3.421889,-2.9955666
committee,-19.04963,1.7405971
decide,-13.916955,-5.5963073
shahid,16.224371,-19.075754
draw,1.1467215,0.51819503
slam,9.323394,15.095839
pick,8.839774,-4.961728
short,6.4301925,-7.7764974
tuesday,8.218234,7.0286627
replace,20.525991,-21.388254
zimbabwe,13.90456,1.1082891
old,2.552679,7.5014462
smith,17.92559,-16.116703
shot,2.4050903,-12.377152
loss,12.076166,1.849234
wednesday,3.9869268,8.622143
president,-19.418865,4.328095
always,-6.4418235,-4.8678493
continue,-3.4437664,-1.949337
boundary,11.03807,-6.6963553
tennis,-5.0528965,17.73614
woman,13.8027315,6.9093847
announce,-16.140919,-0.7279596
allrounder,19.833412,-8.028597
fifth,10.401897,2.6149457
debut,14.112068,3.4312885
hour,4.0033445,1.5316145
hand,-0.9938303,-0.6766707
skipper,17.255085,-17.328602
anderson,18.402365,-9.481187
level,-1.2470297,-0.6829108
drop,16.880497,-8.089723
real,-6.681572,-12.266346
muhammad,15.642342,-23.26204
provide,1.3271155,-4.706621
session,8.604972,2.2141032
singh,27.29473,-14.131383
court,1.4879234,6.883223
french,6.02364,19.831434
march,6.136639,9.430705
official,-12.603058,7.1152163
bairstow,17.293924,-9.1366205
result,-0.38902214,-1.7740908
star,-2.4137714,0.15793775
messi,1.7121542,8.149779
city,-14.020085,10.930089
join,-2.2662926,-0.79058164
order,6.749853,-4.6145406
post,-9.595662,-10.841136
full,-1.3792063,-1.366782
ronaldo,-4.6031075,-11.58227
king,10.475452,-0.85603744
though,3.9601624,-5.0114
broad,19.097162,-9.395421
condition,-9.172349,1.9677396
pakistani,-5.013582,2.4351664
m,-4.3604836,-4.462511
receive,-10.093302,-0.09727271
women,6.903828,13.259484
cricketer,4.0518026,-22.425344
thing,-6.66832,-0.9095409
young,-2.4736657,-0.78976274
figure,9.916488,-3.595385
partnership,15.972413,-2.9753509
forward,-3.9189029,-10.384508
past,-0.733091,-8.612703
argentina,8.492474,9.518581
wahab,15.141757,-21.437162
without,-0.9563634,-0.9674163
mark,12.803201,-12.938655
suffer,2.2020924,2.97073
williams,8.755363,20.687366
kohli,26.262081,-14.369546
rule,-11.559703,-2.2706652
struggle,1.626292,-4.0223317
joe,17.532003,-7.534156
ve,-3.816766,-4.620261
london,12.009363,19.695778
wk,17.000074,-18.138205
riaz,14.53753,-21.586195
far,1.9408591,1.151307
previous,1.667918,-0.35243866
fifa,-19.85715,4.0735064
karachi,10.286635,-0.977551
manager,-10.845987,-7.3330455
manage,2.2173083,-1.0234797
quick,9.76725,-6.5269966
fine,4.7385745,-11.191615
english,-5.425711,17.756859
dubai,3.6561968,10.024462
believe,-5.5112495,-2.2999203
hafeez,15.696996,-21.19902
premier,-20.669334,7.8298454
pull,0.44952533,-9.2208805
rain,8.098446,3.8585455
force,-0.33734697,-0.32985523
member,-15.843197,0.7386691
minister,-20.639477,-2.568343
knock,10.884592,-5.97975
wimbledon,7.861639,16.440317
allow,-12.988248,-1.4253894
recent,2.6936953,5.7618427
low,8.142845,-8.381252
chairman,-18.274649,-2.4736614
ask,-17.626528,-4.809093
br,7.241657,-1.9876999
meet,3.6514938,7.5089493
ireland,7.3202963,0.7860035
leg,5.857226,-11.6345
appear,4.7081084,5.4796333
seed,7.8900876,17.60709
clash,4.936977,8.631385
june,-24.168617,3.7299552
offer,-1.6396714,-1.520253
mean,5.9923296,5.3543878
quarterfinal,6.3130884,13.666014
afghanistan,13.042488,3.6727595
clear,-10.517036,-2.1839864
lunch,15.830635,-5.0495358
lahore,10.321172,-0.77163935
association,-18.116175,0.18397035
crowd,-15.1583605,11.713584
little,-1.1654096,-4.9937997
format,15.315881,3.9630673
july,16.730196,2.4717522
portugal,7.105683,7.28229
azhar,15.458979,-20.353176
mitchell,18.490974,-13.663267
single,8.779295,15.509902
alex,17.400131,-8.003117
america,9.607428,10.119644
action,-2.2436566,6.436506
schedule,6.3591356,9.179417
family,-10.871722,14.6454735
taylor,16.182434,-11.5924425
opportunity,-1.5154635,-3.3158967
local,-10.740536,5.7147093
british,-7.573123,1.909947
council,-16.223417,-0.15035562
stump,8.4097,-10.545672
rest,-0.4799573,-1.7961005
pressure,-0.92226106,-3.2410588
yet,7.8456497,-6.9532547
whose,-1.7095956,0.37035868
athlete,-4.27416,17.862076
position,-0.8176282,0.30002126
line,0.9874644,-7.816911
body,-18.745863,3.6838877
manchester,-4.845833,-10.527822
olympics,-4.044639,15.756598
moment,-6.5222425,-5.5750575
slip,18.3956,-7.9359365
different,-6.657433,1.2003614
yasir,11.75872,-23.322693
american,3.0340433,18.056183
pacer,20.721945,-19.457766
tough,0.979574,2.088491
penalty,0.011362503,-16.427616
rank,15.444418,10.195195
strong,-9.804773,-1.5759486
venue,5.2533264,5.573599
along,11.823275,-12.763095
sarfraz,16.087276,-21.093624
positive,-14.94254,20.684278
every,-7.5963,-0.052243784
reporter,-9.844437,2.5163903
pair,0.45599496,-26.512476
paceman,20.969118,-10.291537
step,-5.431837,0.09432434
delhi,13.8470955,7.0244894
barcelona,0.63111347,10.865593
madrid,0.46274653,10.924681
pay,-18.700087,9.06726
legspinner,14.708236,-15.891705
several,-21.301046,9.528949
sixth,10.348939,2.4652705
bit,-1.2129523,-4.6910877
despite,1.743935,3.0588202
important,-6.5601916,-1.8401651
alastair,18.177906,-6.00442
russian,-6.1585627,6.8435426
life,-1.8732601,1.7592694
ago,10.780829,-4.094017
peshawar,10.896372,-0.34964353
misbahulhaq,15.133626,-19.87925
straight,9.388972,-6.236834
that,-6.334862,-5.926693
statement,-13.975527,-1.4978973
ben,18.341488,-8.062362
government,-14.242335,-0.30731082
confirm,-17.748892,3.895304
striker,-2.7950673,-12.566993
spot,-9.982398,-13.738829
enjoy,-2.0980427,-2.8876631
hundred,3.765787,-4.136782
experience,-6.015265,-3.929869
state,-11.513682,1.3232361
competition,-23.805786,10.443622
murray,7.2010884,15.923279
shoaib,15.967601,-20.571844
concern,-9.01651,-0.84474874
together,-2.3969111,-0.9349016
trophy,0.6925042,-0.36964333
drive,4.420867,-10.513195
front,-16.182661,11.917733
huge,-17.622227,7.5043716
challenge,1.0244942,0.6046957
issue,-9.535633,0.8934844
dhoni,27.233772,-14.180127
defend,6.7507415,16.703615
history,-15.464365,5.9613605
improve,-3.7435591,0.51970845
talk,-8.992302,4.9689145
role,-3.4799194,-1.1529801
job,-2.9081986,-3.736555
prove,3.1414912,-8.492007
able,-5.708168,-2.0032356
happen,-4.6258163,-5.926345
germany,7.6177235,9.598707
darren,13.453827,-16.89346
something,-5.140406,-4.062119
slow,8.442743,-7.5751038
wicketkeeper,17.417503,-9.8236685
sign,-20.136614,9.106211
nation,-18.675842,-9.154877
djokovic,4.114274,17.178843
bcci,-17.165447,-1.340941
scoring,12.077609,-2.1095417
effort,0.006553846,-8.8088
european,6.588536,13.306974
earn,-18.546532,8.179075
enough,-3.4888227,-5.9341908
outside,6.551449,-10.047615
daynight,7.2442484,2.8715882
melbourne,13.111909,9.711466
across,-17.711742,10.368841
african,21.716188,-0.14507234
twice,7.5439386,-4.7337832
share,16.76075,-3.9416122
news,-10.204521,4.2802925
among,-10.57871,3.9772165
elect,9.743816,-0.18854038
feature,9.014639,11.635449
police,-11.502988,8.855246
hasan,20.827719,-21.609215
save,-0.08492283,-14.022707
malik,16.302477,-19.478327
stuart,19.918264,-10.364709
he,-6.259883,-5.762696
meeting,-1.6308111,0.6799803
successive,13.341903,8.8687935
ensure,-2.0299456,-1.1381731
akmal,16.274282,-19.404196
brazil,-12.3789835,7.5814495
iqbal,21.645084,-22.157955
st,20.710905,8.512964
psl,3.022645,8.441837
maiden,8.156457,-0.09949031
van,31.866276,-10.983669
difficult,-1.6296871,-3.8805976
foot,-1.163915,-0.09907471
opponent,1.9340786,-4.3530264
domestic,-15.411391,-0.6784792
zalmi,12.10484,-19.542662
consider,-10.229588,-0.60183316
award,-10.953066,2.462913
medal,-2.678719,16.453957
success,-4.8553605,-3.4438066
partner,12.194649,-11.834511
key,9.149048,-3.0576334
training,-14.429635,-8.05383
plan,-3.039278,-1.5883752
copa,9.09791,9.987906
seamer,20.75113,-10.253209
middle,6.6136723,-5.455959
today,-3.12084,-1.3497846
soon,0.1680395,-2.5474594
moeen,17.701347,-8.879341
williamson,16.328104,-12.292173
lift,6.445724,-0.13668369
rival,6.29169,7.6633964
successful,18.12919,-0.68435085
hales,17.807774,-7.6171317
sami,15.257469,-20.674902
case,-12.526044,2.0829415
bravo,13.305151,-16.59895
might,-16.273438,3.7380984
injure,-2.330143,-9.204304
seek,-5.8920193,19.76795
fifty,14.427793,-2.2686632
almost,3.5942986,-5.0731664
campaign,7.6977034,0.13067013
quetta,10.90715,-0.41981876
gladiator,10.836386,-0.47077876
kolkata,5.1907954,9.224684
misbah,2.9885383,-23.24364
selector,-15.73538,-4.2908382
pass,-2.0618787,-9.998603
carry,-11.124933,-5.4357038
control,-19.70686,-5.216592
visitor,8.735272,-6.032829
push,5.4682746,-5.599116
soccer,-20.596884,10.450099
happy,-4.1804304,-3.3186064
term,-10.3956375,6.401749
andre,12.741313,-16.393541
recover,3.990626,3.0026925
wale,17.854391,13.739462
stronglondon,17.5993,2.0850246
federation,-5.3481665,17.691162
states,10.096652,9.863228
impressive,9.991147,1.1533973
stay,-1.4207888,-0.844528
race,15.786339,15.05299
ever,-0.42745572,1.3411372
cross,0.7744912,-11.367504
gold,-2.5100114,15.95259
easy,7.569762,0.6126138
attempt,6.341995,-12.189871
woake,19.985346,-6.789506
midfielder,-3.8456326,-11.748519
samuel,12.635335,-16.171358
morning,8.443308,2.4625878
warner,19.20132,-11.071086
rise,-17.417833,-11.219623
battle,-1.9623828,0.63968074
compete,-2.8074214,-0.1900479
restrict,15.640823,-0.6719368
gayle,19.952446,-7.4317484
remove,15.97888,-7.516402
perform,-2.82053,-1.5616153
spain,-12.646292,8.540908
accord,-21.405624,2.6840487
herath,27.625856,-7.042183
shane,17.532478,-14.99618
november,14.902241,13.737679
mathews,27.2223,-5.1332583
contest,8.986608,3.4358714
seventh,8.819865,18.512167
eden,5.5188184,9.439768
park,-10.136317,-17.315542
night,-16.824057,9.743167
vince,18.052889,-9.078957
umar,16.211355,-20.213787
likely,-3.451593,-0.14549974
scorer,8.362305,-18.755268
jonny,17.553904,-8.897983
focus,-2.9858558,-2.8564613
future,-7.1662793,-2.5957758
capture,12.350284,-3.9381156
problem,-1.3911059,-2.528531
knee,3.0968497,3.5501902
womens,-3.3183513,15.413069
adam,18.520191,-13.633659
fitness,-14.250832,-19.223312
resume,8.84888,-1.4967042
boxing,-5.962229,16.602455
ranking,9.280914,-3.1154993
tea,15.192906,-4.934002
amla,22.811567,-2.8427153
produce,8.310042,-4.8770285
