lemmas,lemmas_indices
"['karachi', 'sindh', 'government', 'decide', 'bring', 'public', 'transport', 'fare', 'per', 'cent', 'due', 'massive', 'reduction', 'petroleum', 'product', 'price', 'federal', 'government', 'geo', 'news', 'reportedsource', 'say', 'reduction', 'fare', 'applicable', 'public', 'transport', 'rickshaw', 'taxi', 'mean', 'travelingmeanwhile', 'karachi', 'transport', 'ittehad', 'kti', 'refuse', 'abide', 'government', 'decisionkti', 'president', 'irshad', 'bukhari', 'say', 'commuter', 'charge', 'low', 'fare', 'karachi', 'compare', 'part', 'country', 'add', 'pc', 'vehicle', 'run', 'compress', 'natural', 'gas', 'cng', 'bukhari', 'say', 'karachi', 'transporter', 'cut', 'fare', 'decrease', 'cng', 'price', 'make']","[211, 450, 23, 405, 286, 263, 854, 2190, 37, 48, 134, 1014, 547, 146, 119, 6, 105, 23, 1317, 149, 6683, 1, 547, 2190, 1580, 263, 854, 9473, 4700, 421, 9474, 211, 854, 6684, 9475, 1216, 6685, 23, 9476, 179, 5458, 6686, 1, 4065, 628, 22, 2190, 211, 130, 265, 19, 52, 1188, 458, 422, 2191, 501, 169, 678, 6686, 1, 211, 6687, 58, 2190, 471, 678, 6, 46]"
"['hong', 'kong', 'asian', 'market', 'start', 'upswe', 'limited', 'trading', 'friday', 'mainland', 'chinese', 'stock', 'surge', 'hong', 'kong', 'speculation', 'beijing', 'may', 'ease', 'monetary', 'policy', 'boost', 'slow', 'growthhong', 'kong', 'rise', 'percent', 'closing', 'point', 'high', 'seoul', 'close', 'percent', 'rise', 'point', 'sydney', 'gain', 'percent', 'point', 'close', 'singapore', 'edge', 'percent', 'gain', 'point', 'market', 'mainland', 'china', 'japan', 'taiwan', 'new', 'zealand', 'philippines', 'thailand', 'remain', 'closed', 'holidayswith', 'mainland', 'bourse', 'shut', 'january', 'share', 'chinese', 'developer', 'financial', 'company', 'surge', 'hong', 'kong', 'stoke', 'hope', 'beijing', 'could', 'ease', 'monetary', 'policy', 'support', 'lag', 'growth', 'world', 'secondlarg', 'economychina', 'vanke', 'country', 'big', 'developer', 'sale', 'leapt', 'percent', 'people', 'insurance', 'company', 'group', 'china', 'ltd', 'percent', 'afternoon', 'tradingtrainbuilders', 'csr', 'corp', 'china', 'cnr', 'corp', 'soar', 'csr', 'percent', 'china', 'cnr', 'percent', 'extend', 'gain', 'december', 'announce', 'merger', 'agreementchinas', 'manufacturing', 'growth', 'drop', 'december', 'low', 'level', 'official', 'survey', 'show', 'thursday', 'sector', 'struggle', 'weak', 'domestic', 'demandchina', 'official', 'purchasing', 'manager', 'index', 'pmi', 'release', 'national', 'bureau', 'statistics', 'nbs', 'come', 'last', 'month', 'record', 'novemberthe', 'index', 'track', 'activity', 'factory', 'workshop', 'consider', 'key', 'indicator', 'health', 'chinas', 'economy', 'major', 'driver', 'global', 'growth', 'figure', 'signal', 'expansion', 'anything', 'indicate', 'contractiongrowth', 'momentum', 'still', 'insufficient', 'nbs', 'say', 'statement', 'investor', 'eye', 'we', 'factory', 'datum', 'forex', 'market', 'dollar', 'extend', 'gain', 'ahead', 'release', 'american', 'factory', 'datum', 'due', 'later', 'friday', 'follow', 'steady', 'stream', 'good', 'news', 'world', 'big', 'economythe', 'dollar', 'buy', 'yen', 'compare', 'yen', 'final', 'trading', 'wednesdaywall', 'street', 'toast', 'banner', 'year', 'us', 'equity', 'market', 'finish', 'near', 'alltime', 'highsthe', 'euro', 'meanwhile', 'slip', 'amid', 'grow', 'expectation', 'european', 'central', 'bank', 'meet', 'january', 'start', 'buy', 'sovereign', 'bond', 'single', 'currency', 'buy', 'compare', 'preholiday', 'tradethe', 'ecb', 'already', 'use', 'several', 'tool', 'push', 'inflation', 'member', 'nation', 'back', 'percent', 'annual', 'rate', 'regard', 'healthy', 'include', 'asset', 'purchase', 'make', 'cheap', 'loan', 'available', 'banksit', 'also', 'examine', 'possibility', 'largescale', 'purchase', 'sovereign', 'debt', 'socalle', 'quantitative', 'easing', 'qe', 'help', 'jumpstart', 'european', 'union', 'moribund', 'economyoil', 'price', 'rise', 'friday', 'us', 'benchmark', 'west', 'texas', 'intermediate', 'february', 'delivery', 'rise', 'cent', 'brent', 'crude', 'february', 'gain', 'cent', 'gain', 'asian', 'trading', 'likely', 'positive', 'us', 'crude', 'stockpile', 'datum', 'release', 'wednesday', 'daniel', 'ang', 'investment', 'analyst', 'phillip', 'futures', 'singapore', 'tell', 'afpus', 'crude', 'reserve', 'fall', 'million', 'barrel', 'week', 'december', 'us', 'energy', 'information', 'administration', 'say', 'last', 'petroleum', 'report', 'release', 'wednesday', 'boost', 'price', 'lose', 'nearly', 'half', 'value', 'second', 'half', 'yearthere', 'grow', 'speculation', 'slide', 'global', 'oil', 'price', 'big', 'since', 'financial', 'crisis', 'may', 'excessiveif', 'see', 'supplyside', 'response', 'even', 'they', 're', 'anticipate', 'course', 'first', 'quarter', 'year', 'might', 'find', 'oil', 'fact', 'bottom', 'michael', 'mccarthy', 'chief', 'strategist', 'cmc', 'market', 'sydney', 'tell', 'bloomberggold', 'ounce', 'compare', 'endofyear', 'trading', 'wednesdayin', 'market', 'jakarta', 'end', 'percent', 'point', 'coal', 'firm', 'indo', 'tambangraya', 'megah', 'gain', 'percent', 'rupiah', 'miner', 'aneka', 'tambang', 'slip', 'percent', 'rupiah', 'malaysia', 'main', 'stock', 'index', 'shed', 'percent', 'point', 'close', 'malayan', 'banking', 'lose', 'percent', 'ringgit', 'public', 'bank', 'slip', 'percent', 'top', 'globe', 'add', 'percent', 'ringgit', 'singapore', 'rise', 'percent', 'point', 'agribusiness', 'company', 'wilmar', 'international', 'gain', 'percent', 'sg', 'real', 'estate', 'developer', 'capitaland', 'dip', 'percent', 'sg', 'mumbai', 'gain', 'percent', 'point', 'end', 'housing', 'development', 'finance', 'corp', 'rise', 'percent', 'rupee', 'mahindra', 'mahindra', 'fall', 'percent', 'rupee', 'afp']","[301, 274, 139, 5, 152, 4701, 842, 129, 63, 1476, 111, 47, 346, 301, 274, 1015, 562, 94, 227, 198, 82, 133, 292, 9477, 274, 16, 2, 813, 67, 18, 1217, 118, 2, 16, 67, 679, 57, 2, 67, 118, 356, 329, 2, 57, 67, 5, 1476, 39, 249, 1838, 15, 1159, 3327, 2531, 90, 1477, 9478, 1476, 1435, 1278, 192, 65, 111, 1478, 97, 41, 346, 301, 274, 2087, 266, 562, 44, 227, 198, 82, 116, 3067, 38, 31, 1688, 9479, 9480, 19, 93, 1478, 170, 6688, 2, 160, 1160, 41, 141, 39, 416, 2, 869, 9481, 6689, 1102, 39, 6690, 1102, 704, 6689, 2, 39, 6690, 2, 339, 57, 209, 184, 2192, 9482, 479, 38, 153, 209, 22, 81, 113, 642, 84, 95, 79, 689, 156, 296, 9483, 113, 1358, 466, 74, 1689, 231, 193, 1016, 4702, 6691, 66, 12, 26, 138, 5459, 74, 467, 351, 1103, 3068, 497, 241, 1061, 432, 524, 40, 125, 765, 24, 38, 357, 629, 1104, 1359, 680, 9484, 1690, 157, 4066, 6691, 1, 302, 69, 870, 20, 1103, 73, 1769, 5, 29, 339, 57, 260, 231, 476, 1103, 73, 134, 363, 63, 142, 843, 4703, 159, 149, 31, 93, 1479, 29, 217, 77, 130, 77, 724, 129, 9485, 316, 9486, 4704, 4, 17, 342, 5, 1105, 282, 1126, 4067, 150, 1127, 390, 498, 161, 289, 162, 132, 11, 226, 192, 152, 217, 1161, 499, 957, 122, 217, 130, 6692, 2296, 1279, 238, 167, 480, 1691, 364, 311, 254, 391, 173, 2, 369, 28, 766, 1360, 61, 283, 630, 46, 651, 353, 666, 9487, 9, 2685, 1280, 2868, 630, 1161, 372, 1392, 2002, 1770, 5460, 112, 9488, 162, 477, 9489, 5461, 6, 16, 63, 17, 120, 199, 204, 212, 365, 213, 16, 48, 147, 14, 365, 57, 48, 57, 139, 129, 165, 442, 17, 14, 400, 73, 231, 98, 1916, 1480, 68, 71, 1393, 887, 356, 91, 9490, 14, 117, 21, 7, 30, 27, 209, 17, 49, 489, 540, 1, 12, 146, 53, 231, 98, 133, 6, 280, 261, 324, 290, 242, 324, 6693, 161, 1015, 690, 24, 3, 6, 93, 35, 97, 490, 94, 9491, 56, 4705, 871, 255, 2532, 3647, 1361, 1218, 55, 330, 4, 697, 459, 3, 1044, 1106, 1394, 2003, 166, 438, 1219, 5, 679, 91, 9492, 380, 130, 9493, 129, 3648, 5, 3649, 86, 2, 67, 929, 151, 9494, 9495, 9496, 57, 2, 1839, 3650, 6694, 6695, 390, 2, 1839, 1107, 407, 47, 74, 614, 2, 67, 118, 5462, 512, 280, 2, 1530, 263, 11, 390, 2, 174, 1633, 52, 2, 1530, 356, 16, 2, 67, 2533, 41, 9497, 80, 57, 2, 2686, 667, 1220, 1478, 6696, 500, 2, 2686, 2687, 57, 2, 67, 86, 1771, 144, 110, 1102, 16, 2, 222, 6697, 6697, 21, 2, 222, 388]"
"['hong', 'kong', 'hong', 'kong', 'share', 'open', 'percent', 'lower', 'monday', 'follow', 'tepid', 'lead', 'wall', 'street', 'first', 'full', 'week', 'new', 'year', 'kick', 'offthe', 'benchmark', 'hang', 'seng', 'index', 'dip', 'point']","[301, 274, 301, 274, 65, 232, 2, 681, 64, 142, 3328, 124, 343, 316, 55, 783, 27, 15, 4, 2088, 9498, 120, 1772, 1917, 74, 500, 67]"
"['hong', 'kong', 'asian', 'market', 'tumble', 'tuesday', 'follow', 'painful', 'loss', 'new', 'york', 'europe', 'euro', 'sit', 'near', 'nineyear', 'low', 'political', 'uncertainty', 'greece', 'fan', 'renew', 'fear', 'could', 'leave', 'eurozoneoil', 'price', 'fall', 'psychological', 'barrel', 'mark', 'us', 'trade', 'edge', 'marginally', 'remain', 'pressure', 'owe', 'global', 'supply', 'glut', 'weak', 'demand', 'strong', 'dollartokyo', 'tumble', 'percent', 'hong', 'kong', 'lose', 'percent', 'sydney', 'ease', 'percent', 'seoul', 'percent', 'low', 'shanghai', 'reverse', 'early', 'loss', 'gain', 'percentthe', 'first', 'full', 'week', 'new', 'year', 'get', 'traumatic', 'start', 'dealer', 'bet', 'january', 'general', 'election', 'greece', 'see', 'victory', 'leftwe', 'syriza', 'partymarket', 'fear', 'party', 'roll', 'back', 'austerity', 'measure', 'require', 'imfeu', 'bailout', 'country', 'could', 'turn', 'lead', 'exit', 'eurozonethe', 'year', 'barely', 'three', 'trading', 'day', 'old', 'already', 'two', 'big', 'theme', 'predict', 'affect', 'market', 'year', 'make', 'headline', 'oversupply', 'commodity', 'eurozone', 'evan', 'lucas', 'markets', 'strategist', 'melbourne', 'ig', 'ltd', 'write', 'email', 'client', 'accord', 'bloomberg', 'newsat', 'weekend', 'der', 'spiegel', 'quote', 'german', 'government', 'source', 'say', 'consider', 'greece', 'exit', 'almost', 'inevitable', 'syriza', 'win', 'snap', 'pollchancellor', 'angela', 'merkel', 'finance', 'minister', 'wolfgang', 'schaeuble', 'come', 'consider', 'athens', 'removal', 'bloc', 'would', 'manageable', 'magazine', 'saidhowever', 'investor', 'spook', 'monday', 'greek', 'stock', 'sink', 'percent', 'paris', 'madrid', 'milan', 'exchange', 'fall', 'percent', 'oil', 'barrel', 'dow', 'dive', 'percent', 'sp', 'fall', 'percent', 'nasdaq', 'lose', 'percentin', 'currency', 'trade', 'euro', 'sink', 'monday', 'low', 'level', 'since', 'march', 'tuesday', 'morning', 'single', 'currency', 'recover', 'slightly', 'buy', 'euro', 'meanwhile', 'yen', 'yen', 'we', 'trade', 'well', 'yen', 'fridayadde', 'downward', 'pressure', 'increase', 'speculation', 'european', 'central', 'bank', 'buy', 'eurozone', 'government', 'bond', 'counter', 'deflation', 'risksthe', 'dollar', 'yen', 'early', 'tuesday', 'compare', 'new', 'york', 'monday', 'also', 'well', 'yen', 'fridayoil', 'price', 'marginally', 'tuesday', 'slip', 'first', 'time', 'five', 'year', 'new', 'yorkus', 'benchmark', 'west', 'texas', 'intermediate', 'february', 'delivery', 'rise', 'eight', 'cent', 'brent', 'crude', 'february', 'gain', 'cent', 'wti', 'tap', 'mondaythe', 'cost', 'crude', 'plunge', 'since', 'june', 'supply', 'outstrip', 'demand', 'key', 'consumer', 'china', 'slow', 'eurozone', 'struggle', 'dollar', 'price', 'strengtheninga', 'decision', 'late', 'last', 'year', 'organization', 'petroleum', 'export', 'country', 'opec', 'maintain', 'output', 'despite', 'glut', 'also', 'cut', 'pricesthe', 'fundamental', 'oil', 'unlikely', 'change', 'first', 'half', 'year', 'see', 'oil', 'bed', 'bear', 'market', 'month', 'come', 'igs', 'lucas', 'saidgold', 'ounce', 'compare', 'monday', 'afp']","[301, 274, 139, 5, 737, 89, 142, 2411, 191, 15, 180, 381, 150, 1531, 282, 6698, 22, 631, 472, 738, 1918, 1247, 347, 44, 228, 6699, 6, 21, 3651, 30, 525, 17, 32, 329, 2004, 90, 264, 930, 24, 62, 354, 156, 59, 140, 9499, 737, 2, 301, 274, 280, 2, 679, 227, 2, 1217, 2, 22, 423, 1281, 51, 191, 57, 632, 55, 783, 27, 15, 4, 177, 9500, 152, 594, 814, 192, 379, 682, 738, 56, 1189, 9501, 4706, 9502, 347, 705, 2005, 173, 3329, 275, 683, 9503, 855, 19, 44, 424, 124, 1087, 9504, 4, 2193, 136, 129, 43, 974, 238, 60, 93, 4068, 1001, 830, 5, 4, 46, 2194, 596, 233, 1062, 3652, 3069, 1362, 438, 3070, 1063, 416, 725, 1248, 706, 114, 481, 6700, 831, 9505, 9506, 902, 888, 23, 196, 1, 497, 738, 1087, 331, 6701, 4706, 752, 2089, 9507, 4707, 5463, 110, 25, 4069, 3653, 66, 497, 2195, 4708, 2869, 13, 6702, 3330, 4070, 69, 4709, 64, 1282, 47, 856, 2, 975, 9508, 3331, 131, 21, 2, 3, 30, 502, 1634, 2, 1283, 21, 2, 668, 280, 3071, 122, 32, 150, 856, 64, 22, 81, 35, 221, 89, 1064, 957, 122, 513, 652, 217, 150, 1127, 77, 77, 20, 32, 106, 77, 9509, 1045, 264, 34, 1015, 162, 132, 11, 217, 1062, 23, 499, 1190, 3654, 6703, 29, 77, 51, 89, 130, 15, 180, 64, 9, 106, 77, 5464, 6, 2004, 89, 390, 55, 85, 340, 4, 15, 9510, 120, 199, 204, 212, 365, 213, 16, 548, 48, 147, 14, 365, 57, 48, 276, 2196, 1436, 256, 14, 491, 35, 107, 62, 6704, 59, 241, 207, 39, 292, 1062, 689, 29, 6, 9511, 305, 168, 12, 4, 359, 146, 45, 19, 87, 529, 75, 272, 354, 9, 58, 1221, 872, 3, 1128, 271, 55, 324, 4, 56, 3, 4710, 1581, 5, 26, 66, 9512, 3069, 6705, 380, 130, 64, 388]"
"['new', 'york', 'us', 'oil', 'price', 'monday', 'slip', 'barrel', 'first', 'time', 'five', 'year', 'surge', 'dollar', 'news', 'additional', 'supply', 'extend', 'sixmonth', 'routus', 'benchmark', 'west', 'texas', 'intermediate', 'february', 'delivery', 'free', 'fall', 'since', 'june', 'end', 'barrel', 'five', 'percent', 'contract', 'get', 'low', 'barrel', 'early', 'session', 'low', 'level', 'since', 'may', 'european', 'benchmark', 'brent', 'oil', 'february', 'delivery', 'fall', 'barrel', 'londonmonday', 'slide', 'oil', 'price', 'follow', 'indication', 'rise', 'output', 'key', 'producer', 'russia', 'iraq', 'time', 'forecaster', 'trim', 'demand', 'projection', 'due', 'weak', 'global', 'economic', 'growththe', 'breach', 'psychologically', 'important', 'level', 'also', 'come', 'turbulent', 'day', 'global', 'financial', 'market', 'we', 'stock', 'fall', 'nearly', 'two', 'percent', 'approach', 'drop', 'european', 'equity', 'market', 'euro', 'plunge', 'nineyear', 'low', 'revive', 'eurozone', 'worriesa', 'long', 'rally', 'greenback', 'gain', 'percent', 'last', 'year', 'basket', 'major', 'currency', 'weigh', 'dollarprice', 'oil', 'market', 'make', 'crude', 'expensive', 'buyer', 'use', 'weak', 'currenciesoil', 'price', 'could', 'fall', 'still', 'analyst', 'saythere', 'serious', 'concern', 'bottom', 'yet', 'say', 'kyle', 'cooper', 'managing', 'partner', 'iaf', 'advisor', 'houston', 'basically', 'everyone', 'who', 's', 'take', 'stab', 'bottom', 'wrongoil', 'price', 'attempt', 'stabilize', 'last', 'two', 'week', 'fundamental', 'remain', 'weak', 'say', 'gene', 'mcgillian', 'broker', 'analyst', 'tradition', 'energy', 'market', 'try', 'come', 'bottom', 'could', 'anybodys', 'guess', 'appear', 'still', 'gofawad', 'razaqzada', 'technical', 'analyst', 'forexcom', 'say', 'drop', 'barrel', 'could', 'trigger', 'selling', 'pave', 'way', 'oil', 'fall', 'low', 'barrel', 'come', 'weeksweak', 'fundamentalsthe', 'retreat', 'price', 'come', 'heel', 'multiyear', 'boom', 'us', 'oil', 'production', 'shake', 'global', 'petroleum', 'market', 'put', 'we', 'league', 'oil', 'giant', 'russia', 'saudi', 'arabiaother', 'lead', 'producer', 'also', 'pump', 'aggressively', 'iraqs', 'oil', 'ministry', 'last', 'week', 'release', 'figure', 'show', 'december', 'crude', 'export', 'reach', 'high', 'since', 'meanwhile', 'organization', 'petroleum', 'export', 'country', 'consistently', 'rule', 'action', 'despite', 'monthslong', 'slide', 'pricesin', 'november', 'cartel', 'meet', 'vienna', 'take', 'action', 'key', 'powerbroker', 'like', 'saudi', 'arabian', 'oil', 'minister', 'ali', 'alnaimi', 'say', 'preferred', 'market', 'balance', 'december', 'naimi', 'tell', 'middle', 'east', 'publication', 'group', 'would', 'take', 'handsoff', 'approach', 'even', 'oil', 'fall', 'barrelmeanwhile', 'economic', 'growth', 'remain', 'uncertain', 'europe', 'many', 'emerge', 'economy', 'china', 'brazil', 'international', 'energy', 'agency', 'december', 'project', 'global', 'crude', 'inventory', 'could', 'rise', 'nearly', 'million', 'barrel', 'first', 'six', 'month', 'agency', 'also', 'cut', 'demand', 'outlook', 'barrel', 'day', 'energy', 'equity', 'far', 'worst', 'perform', 'sector', 'sp', 'last', 'year', 'suffer', 'pain', 'monday', 'dow', 'member', 'chevron', 'fall', 'percent', 'oilservice', 'giant', 'schlumberger', 'lose', 'percentkey', 'us', 'oil', 'company', 'like', 'conocophillip', 'shale', 'producer', 'continental', 'resources', 'cut', 'drilling', 'budget', 'still', 'analyst', 'expect', 'we', 'output', 'continue', 'rise', 'year', 'owe', 'investment', 'already', 'make', 'put', 'pressure', 'crude', 'pricesi', 'still', 'think', 'one', 'primary', 'driver', 'market', 'we', 'oil', 'production', 'really', 'do', 'not', 'see', 'we', 'oil', 'production', 'growth', 'slow', 'appreciably', 'first', 'quarter', 'cooper', 'say', 'afp']","[15, 180, 17, 3, 6, 64, 390, 30, 55, 85, 340, 4, 346, 29, 149, 698, 62, 339, 2197, 9513, 120, 199, 204, 212, 365, 213, 576, 21, 35, 107, 86, 30, 340, 2, 303, 177, 22, 30, 51, 267, 22, 81, 35, 94, 162, 120, 147, 3, 365, 213, 21, 30, 9514, 690, 3, 6, 142, 2688, 16, 75, 241, 155, 325, 1162, 85, 6706, 1582, 59, 3655, 134, 156, 24, 33, 1919, 2090, 6707, 441, 81, 9, 66, 6708, 43, 24, 97, 5, 20, 47, 21, 261, 60, 2, 976, 153, 162, 342, 5, 150, 491, 6698, 22, 1583, 1062, 9515, 182, 234, 597, 57, 2, 12, 4, 873, 125, 122, 514, 3072, 3, 5, 46, 14, 815, 582, 167, 156, 6709, 6, 44, 21, 157, 71, 9516, 1840, 219, 1106, 549, 1, 5465, 3332, 1318, 515, 5466, 1773, 2198, 2689, 2534, 9517, 661, 54, 6710, 1106, 9518, 6, 958, 1692, 12, 60, 27, 872, 90, 156, 1, 6711, 6712, 2535, 71, 2412, 49, 5, 482, 66, 1106, 44, 9519, 4071, 707, 157, 9520, 4711, 959, 71, 6713, 1, 153, 30, 44, 1065, 1319, 2297, 332, 3, 21, 22, 30, 66, 9521, 6714, 1222, 6, 66, 9522, 1395, 1532, 17, 3, 50, 2690, 24, 146, 5, 293, 20, 5467, 3, 541, 325, 115, 9523, 124, 155, 9, 726, 4072, 4073, 3, 247, 12, 27, 231, 357, 84, 209, 14, 45, 175, 18, 35, 1127, 359, 146, 45, 19, 2536, 662, 446, 272, 9524, 690, 3656, 318, 784, 226, 1223, 54, 446, 241, 9525, 297, 115, 2091, 3, 25, 669, 2537, 1, 4074, 5, 1017, 209, 6715, 91, 447, 542, 4075, 141, 13, 54, 9526, 976, 255, 3, 21, 9527, 33, 38, 90, 2691, 381, 246, 344, 40, 39, 816, 80, 49, 335, 209, 88, 24, 14, 273, 44, 16, 261, 7, 30, 55, 313, 26, 335, 9, 58, 59, 408, 30, 43, 49, 342, 336, 3073, 1920, 79, 1283, 12, 4, 727, 3333, 64, 502, 254, 3074, 21, 2, 6716, 541, 6717, 280, 9528, 17, 3, 41, 297, 5468, 753, 155, 4712, 9529, 58, 1163, 306, 157, 71, 42, 20, 75, 126, 16, 4, 930, 68, 238, 46, 293, 264, 14, 9530, 157, 483, 72, 1774, 765, 5, 20, 3, 50, 1396, 370, 298, 56, 20, 3, 50, 38, 292, 9531, 55, 330, 3332, 1, 388]"
"['new', 'york', 'oil', 'price', 'tumble', 'tuesday', 'fresh', 'year', 'low', 'saudi', 'arabia', 'blame', 'weak', 'global', 'economic', 'growth', 'say', 'stick', 'gun', 'production', 'policyus', 'benchmark', 'west', 'texas', 'intermediate', 'delivery', 'february', 'sank', 'barrel', 'low', 'last', 'witness', 'late', 'april', 'brent', 'north', 'sea', 'crude', 'delivery', 'february', 'dive', 'per', 'barrel', 'low', 'level', 'since', 'early', 'may', 'market', 'still', 'worry', 'sign', 'supply', 'glut', 'start', 'fall', 'nordea', 'market', 'analyst', 'thina', 'margrethe', 'saltvedt', 'tell', 'afpjames', 'williams', 'wtrg', 'say', 'weakness', 'market', 'could', 'take', 'price', 'barrelbasically', 'continue', 'concern', 'opec', 'cut', 'back', 'particularly', 'saudi', 'arabia', 'us', 'production', 'continue', 'grow', 'saidsaudi', 'arabias', 'crown', 'prince', 'salman', 'speech', 'behalf', 'ail', 'king', 'abdullah', 'tuesday', 'say', 'weak', 'growth', 'blame', 'price', 'fall', 'slice', 'deeply', 'income', 'world', 'large', 'exporterthis', 'development', 'new', 'oil', 'market', 'kingdom', 'past', 'deal', 'firmly', 'wisely', 'say', 'add', 'saudi', 'arabia', 'maintain', 'approach', 'towards', 'marketthat', 'appear', 'confirm', 'riyadhs', 'determination', 'defend', 'market', 'share', 'rather', 'reduce', 'output', 'even', 'push', 'price', 'loweron', 'monday', 'saudi', 'arabia', 'reportedly', 'cut', 'european', 'us', 'export', 'price', 'order', 'maintain', 'market', 'share', 'afp']","[15, 180, 3, 6, 737, 89, 413, 4, 22, 115, 200, 1584, 156, 24, 33, 38, 1, 1921, 5469, 50, 9532, 120, 199, 204, 212, 213, 365, 1922, 30, 22, 12, 633, 168, 223, 147, 366, 433, 14, 213, 365, 1634, 37, 30, 22, 81, 35, 51, 94, 5, 157, 425, 171, 62, 354, 152, 21, 6718, 5, 71, 9533, 9534, 9535, 91, 9536, 2870, 4076, 1, 947, 5, 44, 54, 6, 9537, 126, 219, 87, 58, 173, 913, 115, 200, 17, 50, 126, 161, 3657, 1320, 2298, 2092, 2093, 1224, 2413, 6719, 1841, 1842, 89, 1, 156, 38, 1584, 6, 21, 5470, 3658, 516, 31, 108, 9538, 144, 15, 3, 5, 1191, 326, 76, 2199, 6720, 1, 52, 115, 200, 529, 976, 563, 9539, 707, 817, 6721, 2692, 1481, 5, 65, 874, 205, 75, 255, 364, 6, 6722, 64, 115, 200, 2871, 58, 162, 17, 45, 6, 308, 529, 5, 65, 388]"
"['karachi', 'strong', 'bull', 'friday', 'pull', 'benchmark', 'kse', 'index', 'karachi', 'stock', 'exchange', 'kse', 'take', 'across', 'psychological', 'barrier', 'point', 'single', 'day', 'gain', 'pointsthe', 'investor', 'remain', 'active', 'right', 'opening', 'bell', 'today', 'trade', 'contributing', 'point', 'major', 'index', 'close', 'point', 'new', 'record', 'pakistans', 'stock', 'market', 'historyaccorde', 'stock', 'market', 'expert', 'investor', 'interested', 'take', 'fresh', 'position', 'expectation', 'discount', 'rate', 'go', 'result', 'visible', 'decline', 'inflation', 'ratethey', 'say', 'stock', 'market', 'pakistan', 'earn', 'honour', 'consider', 'one', 'successful', 'market', 'region', 'investor', 'book', 'percent', 'profit']","[211, 140, 2538, 63, 1018, 120, 1635, 74, 211, 47, 131, 1635, 54, 327, 3651, 1923, 67, 957, 43, 57, 6723, 69, 90, 1775, 670, 1321, 2539, 460, 32, 6724, 67, 125, 74, 118, 67, 15, 138, 248, 47, 5, 9540, 47, 5, 728, 69, 1843, 54, 413, 434, 289, 797, 28, 135, 337, 3075, 143, 311, 9541, 1, 47, 5, 8, 1164, 2872, 497, 72, 1046, 5, 385, 69, 1225, 2, 451]"
"['singapore', 'oil', 'fall', 'asia', 'monday', 'weak', 'demand', 'supply', 'glut', 'put', 'relentless', 'pressure', 'price', 'already', 'low', 'five', 'half', 'year', 'analyst', 'saidus', 'benchmark', 'west', 'texas', 'intermediate', 'wti', 'february', 'delivery', 'cent', 'barrel', 'midmorne', 'trade', 'brent', 'crude', 'february', 'drop', 'cent', 'fundamental', 'factor', 'change', 'much', 'oversupply', 'demand', 'weak', 'say', 'daniel', 'ang', 'investment', 'analyst', 'phillip', 'futures', 'singaporethe', 'outlook', 'price', 'decline', 'week', 'wti', 'see', 'touch', 'low', 'brent', 'ang', 'tell', 'afpoil', 'price', 'continue', 'tumble', 'head', 'seventh', 'straight', 'weekly', 'loss', 'key', 'producer', 'show', 'sign', 'cut', 'output', 'face', 'supply', 'glut', 'singapore', 'united', 'overseas', 'bank', 'say', 'commentarycrude', 'price', 'lose', 'half', 'value', 'since', 'middle', 'last', 'year', 'sit', 'well', 'barrelmember', 'organization', 'petroleum', 'export', 'country', 'pump', 'percent', 'world', 'oil', 'say', 'cut', 'production', 'despite', 'excessive', 'supply', 'afp']","[356, 3, 21, 172, 64, 156, 59, 62, 354, 293, 3334, 264, 6, 238, 22, 340, 324, 4, 71, 1776, 120, 199, 204, 212, 276, 365, 213, 48, 30, 3335, 32, 147, 14, 365, 153, 48, 872, 1019, 271, 214, 596, 59, 156, 1, 1916, 1480, 68, 71, 1393, 887, 4077, 408, 6, 143, 27, 276, 56, 684, 22, 147, 1480, 91, 9542, 6, 126, 737, 208, 3659, 550, 473, 191, 241, 155, 84, 171, 58, 75, 268, 62, 354, 356, 109, 914, 11, 1, 9543, 6, 280, 324, 290, 35, 447, 12, 4, 1531, 106, 9544, 359, 146, 45, 19, 726, 2, 31, 3, 1, 58, 50, 272, 4713, 62, 388]"
"['karachi', 'wholesale', 'market', 'rate', 'sugar', 'drop', 'less', 'r', 'per', 'kg', 'follow', 'resumption', 'sugar', 'cane', 'crush', 'sugar', 'mill', 'sindhwithin', 'two', 'day', 'rate', 'drop', 'rs', 'rs', 'per', 'kg', 'karachi', 'whole', 'sale', 'marketaccorde', 'dealer', 'resumption', 'sugar', 'cane', 'crush', 'mill', 'stabilise', 'supply', 'market', 'immediate', 'effect', 'price', 'wellindustry', 'expert', 'say', 'quality', 'sugar', 'cane', 'excellent', 'sindh', 'approximately', 'kg', 'sugar', 'cane', 'produce', 'kg', 'sugar']","[211, 3076, 5, 28, 1249, 153, 352, 767, 37, 1844, 142, 2414, 1249, 4714, 5471, 1249, 2873, 9545, 60, 43, 28, 153, 36, 36, 37, 1844, 211, 1482, 170, 9546, 594, 2414, 1249, 4714, 5471, 2873, 1088, 62, 5, 1322, 615, 6, 9547, 728, 1, 875, 1249, 4714, 2693, 450, 2299, 1844, 1249, 4714, 417, 1844, 1249]"
