word,x,y
<UNK>,-1.2479196,-2.2633963
say,-0.6784549,0.24241324
first,-0.4010758,1.2387465
test,-0.075023085,1.4192307
team,-0.18063836,1.1449392
match,-0.50249827,1.0594834
cricket,-0.23258018,1.2526386
england,-0.07099289,1.3383213
pakistan,0.07249786,1.4064602
play,-0.69853896,0.84843516
world,-0.17041934,1.040791
two,-0.41651824,1.1345575
run,-0.40208164,1.3333702
make,-0.94004405,0.8090634
ball,-0.8067186,1.2262079
take,-0.46047473,1.1059269
wicket,-0.99634975,1.0368083
one,-0.1525902,1.5525024
captain,-1.8353852,0.27248886
second,-0.3540164,1.5411363
four,-0.40411958,1.2145662
last,-0.23267594,1.5412543
three,-0.37582365,1.2892445
player,-0.31397295,1.2130529
win,-0.4738408,1.0284309
also,-0.3120802,0.9893911
year,-0.13733017,1.2277741
game,-0.5136508,1.2005266
new,-0.55078393,1.4967684
india,-0.034438115,1.5148112
time,-0.21758153,1.1787919
get,-0.37826833,0.9503293
international,-0.34235093,1.3191292
six,-0.6657587,1.5770358
series,-0.55240023,1.7005205
go,-0.3627147,0.8976084
score,-0.7156373,1.0687512
final,-0.5217426,1.376953
would,0.24684395,1.3759812
day,-0.56168973,1.1977922
come,-0.7496595,0.86253583
well,-0.04066995,1.1811262
sri,-0.9031997,1.8228494
australia,-0.20372608,1.6303989
bowler,-1.5682027,0.8353571
good,-0.054091502,1.5590401
side,-0.4205267,1.4731889
start,-0.039464105,1.7150456
back,-0.44966504,1.1622115
lanka,0.2128801,1.3267783
give,-0.9490721,0.48892218
south,-1.1060066,2.6226473
twenty,-0.59830576,1.7284719
mohammad,-0.9411755,0.8559322
tournament,-0.20661658,1.4737846
cup,0.14001162,2.269248
zealand,-0.1895863,1.7882125
five,-0.767862,2.1805315
lead,-0.17886706,0.8076193
lose,-1.513947,0.96571064
west,-0.44859216,2.0249193
could,-0.40384674,1.7369983
third,-0.8385302,1.8918304
ali,-0.6233623,-0.04661657
set,-0.71838546,1.2485086
see,-0.045757513,0.72407115
khan,-0.64122105,0.2935255
amir,-1.8593714,0.8594495
not,0.3572843,1.16344
th,-0.5851682,1.6628653
bowl,-1.9990119,1.4972489
innings,-0.7271592,1.6132108
early,-0.253847,1.6656461
yearold,-0.6234122,0.31262866
africa,0.68454033,1.5369874
top,-0.25882056,1.6907223
end,-0.11764322,2.3557322
batsman,-0.7214754,1.0684046
add,-1.330491,0.6330649
bat,-1.260676,1.7857372
home,0.090973355,1.1575872
indie,-0.29329222,2.2981014
tell,-0.98821104,-0.5542868
