epoch,loss
1,7.237593777773365
2,5.821707044955709
3,5.08700502953905
4,4.553408169623008
5,4.140867464291494
6,3.809094333868043
7,3.5393059463457104
8,3.3141770216155972
9,3.120994557999824
10,2.952028992945192
11,2.800876588366236
12,2.6655397804527876
13,2.541350598373654
14,2.4290406715602555
15,2.3259520473803783
16,2.231085063672189
17,2.1441901140064945
18,2.062428653548681
19,1.9879125149651737
20,1.9175131403899452
21,1.8532058266540448
22,1.79315223318191
23,1.7375463204797894
24,1.686237236492383
25,1.6381054669704294
26,1.5930698870104438
27,1.5506756895914238
28,1.5116158476706687
29,1.4747535333748587
30,1.4404757453354697
31,1.4091424115983284
32,1.3787028275734394
33,1.3505121838642031
34,1.323490090483972
35,1.2987719331067344
36,1.2753693327401958
37,1.252864064157112
38,1.2322808639149065
39,1.2124740905361384
40,1.1942429746136438
41,1.17650904221532
42,1.15921422059403
43,1.1428811885009489
44,1.128090751143692
45,1.1136995911803858
46,1.0997263696976542
47,1.0864014167974845
48,1.0738537227236862
49,1.061669870756905
50,1.0503217040155728
51,1.0396804482927262
52,1.0287360926686244
53,1.018585807568318
54,1.009565844180736
55,0.9998325655486406
56,0.9908799778770756
57,0.9827770722399093
58,0.9741873836092321
59,0.9660132588361309
60,0.9587468350324362
61,0.9516053714582192
62,0.9445230942337317
63,0.937330228696958
64,0.9311032623583864
65,0.9250016591204796
66,0.9184456403705153
67,0.9125386770598295
68,0.9067153450810683
69,0.9014204113972879
70,0.8961780364483235
71,0.8906960211964158
72,0.885450904108177
73,0.8810033369091751
74,0.87626095566001
75,0.8718429706335205
76,0.8665799561624489
77,0.8625145517353905
78,0.8584571080244842
79,0.8546841379175795
80,0.850615898174003
81,0.8461988895977277
82,0.8432219974812315
83,0.8395603996127964
84,0.8356664094553383
85,0.8324956584244092
86,0.8289714589963499
87,0.8257868825498157
88,0.8229901340242225
89,0.8191292405025653
90,0.8163869145994148
91,0.8133777568160699
92,0.8104861939241311
93,0.8079128056130511
94,0.8052791298429742
95,0.8022740711899856
96,0.8001635654895315
97,0.797465972598083
98,0.7951355881564847
99,0.7927117420209421
100,0.7896870762846674
