word,x,y
<UNK>,13.861769,10.954793
say,-0.7497967,-1.5382726
first,0.6520699,-1.4052224
test,0.31781298,0.8101735
team,-0.00030446012,0.73058236
match,-0.3259923,0.5299717
cricket,-0.2842252,-0.45732802
england,0.32690665,0.32673526
pakistan,0.3820736,0.90487057
play,-0.27479592,-0.42984658
world,0.9720419,0.28369012
two,0.2291445,-0.60160637
run,-0.1681274,0.065703884
make,-0.35292047,-0.35287815
ball,-0.27722928,1.2953743
take,0.17664333,-0.56753117
wicket,-0.5706334,0.82549393
one,0.2769562,-0.64428365
captain,0.18153703,-0.6196948
second,0.4068418,-0.80487865
four,0.6380049,-0.17563336
last,0.59703696,-0.5996699
three,0.55280244,-0.44471452
player,-0.48407128,0.39743233
win,0.06612477,0.24290566
also,-0.40677378,0.2219443
year,-0.0037927832,0.5505743
game,-0.37662953,0.77504766
new,0.9972154,-0.2683939
india,0.48500326,0.32286957
time,0.015507353,1.0151558
get,-0.20582792,-0.15944919
international,0.69732934,0.8640128
six,-0.035575,-0.011002314
series,0.28750792,0.11192873
go,-0.1630088,-0.29645926
score,-0.21780975,-0.17309134
final,0.4961694,-0.02968428
would,0.2144964,0.34080216
day,-0.37224665,1.4683659
come,0.053150512,-0.24442685
well,0.17673528,-0.0058711767
sri,3.7833846,-0.80600125
australia,0.46899658,0.69206214
bowler,-0.0019823988,0.6907811
good,0.43759987,-0.16659626
side,0.29224068,0.682229
start,0.06276655,0.09097045
back,0.7725839,-0.2516688
lanka,0.19663623,2.4048445
give,0.25331926,-0.4945481
south,3.6276507,-0.59946114
twenty,-0.24403358,0.45000726
mohammad,0.19321671,-0.4600768
tournament,0.37045524,0.60325944
cup,-1.2447559,0.11445972
zealand,1.1252065,2.6865394
five,0.88679403,-0.6249034
lead,0.07453554,-0.5755562
lose,0.284409,-0.61713666
west,2.9321747,5.3666115
could,0.24695586,0.06889825
third,0.41611657,-1.2765528
ali,0.44671935,0.93993884
set,-0.3022351,0.21695557
see,0.14267349,-0.6189285
khan,0.30131793,0.41152796
amir,0.8461499,1.2238941
not,2.1944737,0.8010731
th,0.36687955,-1.1395115
bowl,-0.070186205,-0.013377802
innings,-0.01980081,1.1606593
early,1.0622108,-0.5203691
yearold,0.5909048,0.13882561
africa,-2.535809,2.2082157
top,0.05728547,-1.0657061
end,0.3735766,-0.4813064
batsman,0.040780216,1.1109967
add,0.7108184,0.08785837
bat,0.099907435,0.15538622
home,0.26800573,0.20904027
indie,2.193905,2.2922068
tell,-0.63083076,-1.6279936
open,0.41711903,-1.3721507
leave,-0.014410463,-0.7405596
over,0.13519661,1.4031676
champion,-0.1276852,0.089706026
board,0.7952656,0.8976592
victory,0.17790665,0.033859134
group,0.3223016,0.9962075
coach,0.6316342,-0.40539417
league,1.1412098,0.51318765
look,-0.36032048,-0.4796808
former,1.4874506,-1.2219485
since,0.36367562,-0.47116202
