word,x,y
<UNK>,-0.94468045,-0.023334622
say,-4.429324,-9.498191
first,3.4482422,13.306681
test,15.631371,15.915085
team,7.839796,-14.454192
match,5.601858,4.7104936
cricket,11.474816,-19.105185
england,5.7409425,21.090319
pakistan,12.450719,-16.029728
play,3.599699,-1.3433634
world,3.1870914,-4.701816
two,3.4725618,18.131416
run,2.9626694,24.964396
make,6.3446407,9.497342
ball,1.3284547,24.654335
take,-0.7260419,2.5239737
wicket,2.9093566,24.944668
one,-0.03637403,2.574367
captain,51.086166,9.942261
second,1.7893414,18.99638
four,2.9641511,23.402758
last,-0.65318066,2.006691
three,3.352635,22.70059
player,1.5741742,-8.039238
win,0.7020802,4.820257
also,9.837244,-4.4379272
year,-1.3428358,-1.9449174
game,-1.5652559,-0.21831983
new,14.431785,16.272408
india,22.57207,-11.608875
time,-1.5488348,-0.21900967
get,-5.150937,-0.90049064
international,11.223103,-6.116362
six,2.5787032,23.801592
series,15.646276,16.035103
go,-9.4240885,-5.6351886
score,3.380632,23.051624
final,1.9201164,5.3201637
would,6.1228213,-15.868388
day,0.6493059,19.09401
come,-4.210503,-0.5872177
well,-8.941446,-5.859128
sri,3.2696946,32.76628
australia,5.390125,31.694227
bowler,7.7398367,29.69596
good,-4.595151,-4.9147954
side,-2.6340024,10.862055
start,4.807221,9.53378
back,-5.161628,5.320296
lanka,3.2716572,32.755135
give,-1.8165741,3.1629872
south,32.887356,21.887335
twenty,24.605759,34.16827
mohammad,55.28803,-9.732472
tournament,10.819678,1.0317433
cup,34.855633,-5.0067687
zealand,14.477944,16.307262
five,4.0492935,21.905222
lead,3.331982,12.023777
lose,3.1328785,11.609367
west,34.99119,30.260525
could,0.19304013,-0.27924812
third,1.8502862,18.37834
ali,49.73612,-4.250231
set,1.2633078,5.528196
see,-1.3142531,0.48310643
khan,53.261944,-9.061136
amir,43.181675,-15.251362
not,-10.889162,-9.401799
th,3.197808,16.60437
bowl,6.951679,29.990816
innings,0.86227125,26.160221
early,0.08644993,9.298777
yearold,2.128424,-0.43873936
africa,32.88804,21.885313
top,4.4005933,14.851557
end,-1.4248252,10.65098
batsman,7.072223,28.54121
add,3.1027894,7.612018
bat,21.314802,32.719017
home,6.0910215,3.3916597
indie,34.996517,30.275587
tell,-10.254092,-11.182604
open,-38.004074,-5.392051
leave,-0.7539572,9.992319
over,2.4095442,24.816967
champion,-32.84961,-5.060105
board,-58.007236,9.209054
victory,2.7647016,11.954217
group,34.95175,26.293613
coach,-51.62234,-6.3599467
league,22.737415,-28.037657
look,-5.485642,-0.65857065
former,12.253299,-21.445908
since,2.4722264,1.6165799
united,26.513046,-49.22521
catch,-0.75280184,26.42991
include,21.672642,4.182658
next,5.5767083,-2.0925527
follow,4.2645183,8.993722
return,9.981342,7.079645
need,-6.705377,-3.2479563
tour,14.329345,-2.7690904
host,5.704822,12.622985
title,-33.54045,-5.329714
do,-10.892661,-9.380134
goal,-21.085468,9.231919
icc,8.888894,-23.808794
place,27.080313,14.719149
de,51.67499,-50.87474
minute,-19.205866,9.84095
help,2.1608968,10.868201
beat,0.81459004,4.673617
hit,1.6531768,24.219776
fast,7.759903,29.687922
month,6.429971,-7.3627295
stadium,25.814636,34.543255
number,-36.358624,-5.0667152
reach,0.63390774,20.055214
put,-1.7812558,8.813083
become,4.128705,0.012040309
sport,-49.138973,13.684869
like,-9.735999,-8.933189
great,-13.097746,-12.363244
point,22.269598,22.503044
week,-0.3080694,-2.2193146
record,-23.893267,-29.989397
bangladesh,28.299948,33.48974
national,8.076489,-14.97798
face,-0.2332886,-1.9715897
indian,22.392164,-27.23952
defeat,-42.071953,-9.896256
hope,-3.0399437,-6.13113
seven,3.8685482,25.891008
think,-11.443865,-10.042995
ban,12.376984,-36.53061
show,5.7191978,0.6405162
want,-11.795579,-9.041048
work,-15.617591,-10.190988
fourth,1.3733209,18.067318
eight,3.7340047,22.058907
big,-5.814871,-7.973983
man,5.4323926,-1.1392319
hold,0.062307227,0.9712148
head,11.167965,-22.071527
we,-13.569945,-10.031645
injury,0.59618115,53.68556
opener,1.9616723,25.65153
squad,-51.70724,-32.46057
know,-10.651287,-10.219005
olympic,-8.20059,-40.812366
bring,23.740915,21.500277
fall,-0.39118007,24.968046
country,6.7232876,-17.85221
opening,2.340383,19.189434
toss,21.875336,33.225594
break,-38.600708,-0.1523497
pcb,-58.399025,7.3844733
stand,0.7923842,27.517597
remain,5.0722475,18.460386
chance,-15.405902,12.996994
high,5.568413,-6.4539566
another,-4.8176427,8.880983
keep,-2.8999684,7.2518
way,-8.287066,-5.0580263
target,21.81444,31.405483
cook,27.85731,47.109028
claim,8.213358,28.059553
finish,8.16714,17.856216
long,-6.262076,-0.7998074
fan,-9.962933,-22.788973
later,13.041421,13.41133
still,-7.0357175,10.772673
club,13.95263,-46.60178
spinner,8.308662,30.496141
sunday,11.359217,1.4986558
century,0.88820136,26.215286
bowling,7.855559,31.276428
lot,-11.150181,-8.375849
total,3.8178797,23.809883
friday,9.161275,-6.5287266
james,31.376083,49.839645
miss,1.3514049,4.0651827
right,-4.3649745,1.8349729
australian,-39.4275,-5.5950375
attack,-1.4455192,14.788647
oneday,16.020084,16.281878
s,-20.11788,59.52488
super,24.285606,33.344856
unbeaten,2.6274092,23.907227
batting,7.7287574,24.322128
million,6.510526,-38.210686
strike,-4.5346427,21.273205
pakistans,23.744566,-5.804628
much,-10.815225,-7.2703247
shah,51.93118,-2.8532674
report,22.677206,-29.855253
feel,-11.164589,-10.943521
change,26.679096,15.561772
delivery,-3.9488537,26.994905
performance,-7.653642,-16.861652
afridi,55.54061,-12.32787
ahmed,56.42043,-8.897448
thursday,8.635295,-6.4414635
round,-32.829765,-3.1664817
dismiss,1.0475843,25.219389
ahead,0.9197846,2.3819485
try,-10.798554,-5.3459964
season,9.574184,-2.9101746
career,-1.5800629,-0.97770286
root,31.34053,49.446304
behind,-1.5820553,17.43058
lord,44.135525,-15.449101
decision,9.935737,-28.282602
chase,4.8234887,25.412766
part,43.803055,-19.285917
move,-7.6492476,11.971211
close,-5.2495265,12.329271
chris,33.24638,50.185287
leftarm,8.36446,30.509727
fail,-35.805767,13.320317
send,5.1836524,10.678981
field,5.560582,45.35189
france,-32.573895,-13.584844
stage,6.61794,3.1913953
rio,-8.014857,-40.917767
I,-12.809974,-10.627861
security,13.326141,-20.675144
event,-11.791737,-34.54352
call,-28.740932,18.134417
pace,9.156883,29.843771
use,24.811323,1.3751348
begin,5.185659,9.117142
ground,29.141142,37.721436
turn,-13.356707,5.9837937
many,0.24788369,-6.5542727
find,-7.7180486,7.763294
odi,22.194714,23.942284
double,-45.78958,-9.558314
chief,-58.476254,6.9137793
expect,-17.630903,-6.5502133
name,11.545852,-6.968779
even,-4.9677815,-0.110581666
football,-9.142426,-28.735302
saturday,5.0388527,6.959326
championship,32.865723,-31.324627
late,1.3657348,2.3005786
islamabad,48.508606,14.242934
really,-11.5899105,-8.708331
serve,-2.52877,3.6193721
however,6.3993883,10.913951
support,-2.9291377,-9.170765
semifinal,-33.79388,-3.9627998
euro,-31.83214,-13.759698
may,5.2383437,-9.893947
medium,-0.31618983,-22.47829
david,48.149353,-41.838333
pitch,19.851301,30.883501
people,-44.73772,-15.74089
complete,14.17091,29.263145
grand,-38.03261,-6.47625
already,11.747493,7.2901025
around,-6.430173,-6.327657
half,-18.870455,10.140382
winner,-37.366997,-8.540462
major,10.6111555,1.5809735
away,-11.488204,13.74587
due,36.242985,-0.39344186
nine,3.1726317,24.140936
fight,-22.656752,30.664618
hard,-11.223103,-8.533663
asia,34.950653,-5.073506
form,5.056199,13.494373
edge,-4.763654,28.18814
monday,5.6194034,6.946328
never,-14.572914,-11.633733
committee,8.909178,-26.989418
decide,12.579508,-14.841337
shahid,55.62748,-12.373203
draw,13.175902,6.6911263
slam,-38.05481,-6.4630537
