word,x,y
<UNK>,5.271655,-18.270887
say,-0.9772855,-0.96782035
first,-0.4346759,0.8513945
test,0.8621386,-0.4795992
team,0.7916244,0.81372404
match,0.53519285,0.12849684
cricket,-0.22354308,0.86916107
england,0.43832877,0.42586058
pakistan,0.6654633,0.01443696
play,-0.07467581,-1.04254
world,0.77156854,-0.47724327
two,-0.026124522,0.45317054
run,-0.2327927,0.070393614
make,-0.10465726,-0.550247
ball,0.8520681,-0.24936809
take,0.075702876,-0.68346715
wicket,0.44918245,-0.1401418
one,-0.38019788,0.214928
captain,1.0210199,0.65521616
second,-0.5264783,0.42656875
four,0.25923204,0.46845013
last,-0.097027175,0.90022105
three,0.021665176,0.96107167
player,0.22768688,0.8806453
win,0.35743397,-0.0768866
also,0.0018259037,0.2830302
year,0.62027556,-0.20129462
game,0.57326317,0.13500102
new,0.16098213,1.20361
india,0.39226273,0.50667316
time,1.0258783,0.019322108
get,0.10757043,-0.013770732
international,1.0015175,-0.2558299
six,0.17303032,0.8198128
series,0.54171765,-0.31444663
go,-0.04771762,-0.1434434
score,0.2166252,-0.025103567
final,0.43935594,0.5993967
would,0.45145816,0.22075035
day,1.1891241,-0.41834417
come,-0.33852535,-0.16532277
well,0.715622,0.8012892
sri,2.0186937,3.01785
australia,0.99963945,0.14365779
bowler,0.63969266,0.5056474
good,0.29377887,0.35562116
side,0.889167,0.71211547
start,0.22731015,0.2847446
back,0.9246525,0.4245749
lanka,1.3234957,-2.1249454
give,0.273001,-0.41040313
south,2.1636782,-0.122032836
twenty,-0.025231337,0.18401386
mohammad,0.16148849,-0.2162896
tournament,0.8338132,-0.06185243
cup,-0.9230345,1.2473904
zealand,1.5191079,-0.9104411
five,0.1261244,1.0020074
lead,-0.37180984,-0.16972582
lose,0.5130906,-0.86374015
west,3.4137008,-1.0069633
could,0.2144347,0.19785058
third,-0.5619887,0.6445033
ali,-1.1258072,-0.1399817
set,0.6388409,-0.60596085
see,-0.114948794,0.08195197
khan,0.57402563,0.6257277
amir,0.5790817,1.1044413
not,1.1870332,1.1085327
th,-0.4473635,0.4472041
bowl,0.35054743,-0.48375386
innings,1.2965196,0.064135574
early,0.5045885,0.79566485
yearold,0.21706338,0.55932516
africa,-2.7442305,4.341836
top,-0.33234474,0.22147566
end,0.44424424,0.6640334
batsman,0.6249517,0.4052832
add,0.94286895,-0.21500555
bat,0.1687987,-0.824505
home,0.016888073,-0.3416563
indie,0.7319402,-3.3071063
tell,-0.9318041,-0.9592494
open,-0.504045,0.36189923
leave,-0.039926715,-0.31617957
over,1.239835,-0.39768308
champion,-0.10585332,0.2544542
board,0.70661855,-0.56363875
victory,0.8180565,0.58315945
group,0.57731605,-0.27527985
coach,-0.2208826,0.37243998
league,1.5953069,-0.0780571
look,-0.2356268,0.7014405
former,-1.6979138,1.6446372
since,0.24558784,-0.103422716
united,1.6098887,-2.0629458
catch,-0.34907007,-0.32182866
include,0.6098507,-1.3943462
next,-0.19564009,1.3181132
follow,-0.6049854,-0.6163925
return,0.17491989,-0.797884
need,0.2041986,0.38079393
tour,0.29994297,-0.40763924
host,0.044859536,-0.4499412
title,1.4686483,-0.6867821
do,1.8559791,-2.4777777
goal,0.5536625,-0.46748877
icc,0.688947,0.60254115
place,1.7533422,-0.18528184
de,2.036125,0.7848862
minute,1.5201108,-0.26496327
help,0.0050867577,-0.84401554
beat,0.11931798,-0.8206377
hit,-0.1572125,-1.3161459
fast,1.831561,1.6716884
month,1.5925083,-1.3633251
stadium,1.5305778,-0.6266332
number,0.46273035,0.3864747
reach,0.46998736,-0.15534097
put,1.8814931,1.2564503
become,0.27873808,-1.3475571
sport,0.99565065,0.039263804
like,-0.020621525,-0.0110398
great,0.19547161,0.4527448
point,0.5725314,-0.22218838
week,1.2341976,-1.0147339
record,-0.33574045,-0.009710434
bangladesh,1.1881735,0.6135668
national,-0.12731214,-0.46867713
face,0.21432273,-1.0672004
indian,0.5962523,0.16284057
defeat,0.3851827,-0.36926365
hope,0.15012223,0.32707357
seven,-0.19909005,0.9915357
think,0.09626698,0.43477863
ban,0.13029826,-0.22000903
show,0.009160718,1.0150772
want,-0.11085236,0.81474096
work,0.2608462,-0.18926199
fourth,-0.6294534,0.87241966
eight,0.29360858,0.70831454
big,0.16345668,0.6623829
man,-0.97547233,2.1602685
hold,-0.81792265,-0.7196533
head,0.3377653,-1.2025557
we,0.38827828,0.7149073
injury,0.48024714,2.5505087
opener,0.60398996,0.5271458
squad,1.1806246,1.9535357
know,0.25606665,0.61957794
olympic,1.1387929,-1.5179536
bring,0.19962019,-2.3385718
fall,0.017388351,-1.1062559
country,2.1142328,0.16293305
opening,-1.2777156,-0.37197566
toss,2.7613375,0.27832857
break,0.13724196,0.37569782
pcb,0.8249268,0.6115828
stand,1.6246998,0.8598317
remain,-0.2593612,0.18948881
chance,2.1683505,1.0239528
high,-2.022999,4.5533442
another,-0.29246053,0.8847156
keep,-0.08773046,0.37024966
way,0.31218165,0.37965795
target,0.1545199,2.9859812
cook,0.421402,0.9313647
claim,-0.060732927,-1.3350643
finish,-0.1694731,-1.0398483
long,-0.6870937,1.4738808
fan,-0.8024809,-0.35733673
later,-4.291662,3.682768
still,0.32283923,0.31004494
club,0.96743417,0.019931372
spinner,1.9905412,-0.03800621
sunday,2.0407898,0.69607806
century,0.21038206,-0.05133328
bowling,0.10313941,-1.4787726
lot,0.82537943,0.33026433
total,0.6570156,0.029128555
friday,4.1131024,1.1729912
james,2.0585907,-2.7320993
miss,-0.42333415,-1.016452
right,0.75810176,0.925619
australian,2.456412,-1.3620383
attack,-0.09992187,1.4750701
oneday,-0.16166396,-0.6383145
s,1.2529354,2.4166365
super,2.6129706,1.0969046
unbeaten,-0.12522785,-0.12411339
batting,0.6262863,-1.4660658
million,0.5599165,0.87257206
strike,0.014734245,-1.4133774
pakistans,0.5953683,0.20972477
much,0.42680284,-1.1812598
shah,-0.47647938,0.90400535
report,-1.7505567,0.3695984
feel,-0.07564067,0.0005457497
change,1.7012651,1.5165632
delivery,1.1196601,-0.5855431
performance,-0.7404002,0.5465795
afridi,2.104543,1.8553354
ahmed,1.620792,-0.97004664
thursday,3.14367,1.7395786
round,1.6435472,-1.4678073
dismiss,0.8348748,-1.2297963
ahead,-3.0268533,-2.7378175
try,0.60081804,1.3591791
season,1.833746,-0.7733742
career,-0.66541684,3.4126484
root,-0.94255495,-1.2522941
behind,2.4402618,-0.6861068
lord,-0.23682018,0.50505954
decision,1.0243326,0.5462901
chase,0.5643066,0.59448314
part,0.20725147,1.2131503
move,1.7594688,1.4147477
close,2.84004,0.17186303
chris,2.9141796,4.6295767
leftarm,1.1512475,-0.144865
fail,1.2289987,-4.075216
send,6.0582247,1.2798283
field,2.436891,-2.0846405
france,1.4450808,0.38047805
stage,-1.2576915,2.880394
rio,3.2714758,1.972698
I,1.3440853,2.3421087
security,-0.18857822,0.7019831
event,0.9452935,-2.3509598
call,-1.6516707,0.09862761
pace,0.3729954,4.9313617
use,-0.91331047,-0.5418399
begin,3.3597345,-3.0864005
ground,1.630107,0.29908025
turn,-1.2426169,-2.8788872
many,-0.49967393,1.8663975
find,-0.45862743,-2.437162
odi,0.9190107,-0.5141443
double,4.125514,-0.08049868
chief,4.3153706,4.5564
expect,-0.22350979,-2.2799072
name,-2.7236788,-1.9971411
even,2.174598,2.6166575
football,-0.93693006,2.1958637
saturday,3.6882167,-1.93853
championship,1.0648665,2.1844954
late,4.1903825,-1.8333237
islamabad,2.5831964,3.5398254
really,0.20558253,0.79236937
serve,-0.43847108,-0.7199766
however,0.0026009507,3.0839732
support,3.2083414,0.22251649
semifinal,-0.12779148,-0.10038507
euro,-2.1711175,-0.8510973
may,3.8357763,0.79100895
medium,1.3440293,3.5501351
david,3.1124911,-4.3293934
pitch,-2.0500367,-4.9951687
people,4.9324546,2.8983538
