epoch,loss
1,8.073233803158303
2,7.269322679509933
3,7.091286694071976
4,7.01680205767449
5,6.97757252601913
6,6.947867153590019
7,6.922834638696025
8,6.9068267770693765
9,6.893521369516107
10,6.882841859911468
11,6.877890141877016
12,6.870560881910616
13,6.867453566223957
14,6.864882339032563
15,6.861009856042614
16,6.859736876201522
17,6.858958962279565
18,6.855822490133758
19,6.856506887945692
20,6.852911434789206
21,6.854440811671325
22,6.8522051887361
23,6.852293676995205
24,6.850498120890063
25,6.852180310985915
26,6.851179315171723
27,6.850267386652471
28,6.85178486056128
29,6.848603054189196
30,6.849159391253073
31,6.850059706519441
32,6.848776677996764
33,6.848781410187044
34,6.848480007791573
35,6.847998189224122
36,6.847526995673995
37,6.8483238505075095
38,6.845816498569562
39,6.847739395441852
40,6.8476140424862315
