epoch,loss
1,7.068273317796054
2,4.600712925364975
3,3.090771349128586
4,2.3500517728617374
5,1.9693307396364141
6,1.73015804299681
7,1.5679805805775795
8,1.4454999174950547
9,1.3608057335397765
10,1.2918386231445234
11,1.2339297601905816
12,1.185271520741139
13,1.1515767395763654
14,1.1060651060310716
15,1.0820096683475469
16,1.0572986766406418
17,1.03732942693793
18,1.0095075650199112
19,0.9951721247848018
20,0.9798158580456792
21,0.970701091550569
22,0.9536889918115107
23,0.9442841797777534
24,0.9215090590831232
25,0.9126578631422445
26,0.905755408464615
27,0.8980040802772091
28,0.8822680658690063
29,0.8827813899459147
30,0.8734392255789674
